raman_shift_cm-1,intensity
6.471245409295079,-3540.0
16.982579577175784,-2912.5
27.488420826121,-3647.5
37.82727112300927,-2807.5
48.32222378472943,-2442.5
58.81169636159757,-2170.0
69.13444233852351,-3205.0
79.61305175918096,-2320.0
90.08619388911029,-3427.5
100.3928731441556,-3422.5
110.85517746976257,-3332.5
121.31202725896583,-2987.5
131.60267727325845,-3287.5
142.04871453120722,-2727.5
152.32872661711735,-3345.0
162.76396810560982,-3295.0
173.03335875001358,-3422.5
183.45782119622163,-4155.0
193.7166068519291,-2052.5
204.13030694848567,-1795.0
214.37850403435004,-545.0
224.78145843945094,172.5
235.01908334044856,112.5
245.41130867790343,77.5
255.63837774522108,22.5
265.8602158678186,42.5
276.23642015571386,-5.0
286.44772684514464,70.0
296.8132434111685,-30.0
307.0140349346548,-2.5
317.20961565855396,145.0
327.3999895745583,120.0
337.7442627077253,-50.0
347.9241537664129,-60.0
358.09885002992814,85.0
368.26835547362134,-185.0
378.5914504125685,90.0
388.7505051753542,70.0
398.904381081913,17.5
409.05308209132636,-125.0
419.19661215865926,2.5
429.33497523493133,297.5
439.6264655721243,252.5
449.75442592354375,117.5
459.8772311743669,292.5
469.994885259468,545.0
480.1073921097559,360.0
490.2147556521086,395.0
500.31697980943136,610.0
510.41406850063504,442.5
520.5060256406432,470.0
530.5928551403995,342.5
540.6745609068894,315.0
550.7511468431039,160.0
560.8226168481124,375.0
570.888974816975,312.5
580.9502246408374,267.5
590.8492821665932,362.5
600.9004070215669,345.0
610.9464353206786,477.5
620.9873709393723,1007.5
631.0232177491416,1830.0
641.0539796175653,2690.0
650.9230482019848,2837.5
660.9437310766662,1582.5
670.9593405290361,875.0
680.9698804110958,415.0
690.8190579752118,375.0
700.8195493193562,410.0
710.8149825658329,157.5
720.805361551138,167.5
730.6347081696731,322.5
740.615068950312,155.0
750.4345613154874,332.5
760.404918953056,407.5
770.3702413346182,412.5
780.174941402227,275.0
790.130283235645,600.0
799.925166080895,790.0
809.870542352357,480.0
819.6556227125038,527.5
829.5910483782136,370.0
839.3663409610526,422.5
849.2918309472952,367.5
859.0573504311906,325.0
868.972919634427,102.5
878.7286806683987,-85.0
888.6343439553166,185.0
898.3803611591575,175.0
908.1215502254199,122.5
918.0124213310337,317.5
927.743888384779,170.0
937.4705381077074,67.5
947.3466501411676,165.0
957.0635996041165,110.0
966.7757425107775,487.5
976.6371284824854,510.0
986.3395928168538,65.0
996.0372613373547,185.0
1005.7301375988682,170.0
1015.5719657306545,205.0
1025.2551921985141,212.5
1034.9336371072422,130.0
1044.6073039976618,230.0
1054.2761964070742,285.0
1063.9403178693246,267.5
1073.5996719147442,220.0
1083.407471143284,175.0
1093.0572253991559,277.5
1102.7022228641872,132.5
1112.342467054761,120.0
1121.9779614837971,87.5
1131.6087096607444,202.5
1141.2347150916103,165.0
1150.855981278939,0.0
1160.4725117218331,252.5
1170.0843099159465,152.5
1179.6913793534914,90.0
1189.293723523253,157.5
1198.7390395597322,310.0
1208.3320185130287,252.5
1217.9202825891407,220.0
1227.5038352631818,127.5
1237.0826800068826,167.5
1246.656820288561,-92.5
1256.226259573108,100.0
1265.639216696829,170.0
1275.1993388504197,-155.0
1284.7547703264208,187.5
1294.3055145761755,22.5
