sherloc_rows_total,sherloc_train_rows,sherloc_validation_rows,split_note,base_checkpoint,fine_tune_mode,sherloc_valid_range_cm-1,zero_shot_accuracy,zero_shot_macro_f1,finetuned_accuracy,finetuned_macro_f1,best_internal_finetune_macro_f1,classes_after_head_expansion
730,584,146,stratified_for_labels_with_n>=2_singletons_forced_to_train,publication_repo\results\mlrod_integrated_training_v3\mlrod_v3_20260526_223913\torch\mst_trial5.pth,last_transformer_block_norm_and_head,"[800.0, 4000.0]",0.726027397260274,0.29908270564546197,0.815068493150685,0.6458657803102247,0.6458657803102247,"['Borate', 'Carbonate', 'Glass', 'K-Feldspar', 'Olivine', 'Other Silicates', 'Oxides/Hydroxides', 'Perchlorate', 'Phosphate', 'Phyllosilicates', 'Plagioclase', 'Pyroxene', 'Silica Phase', 'Sulfate']"
