threshold,coverage,accepted_n,accuracy_on_accepted,macro_f1_on_accepted,rejected_n
0.0,1.0,133,0.5488721804511278,0.3909088637233873,0
0.049999999999999996,1.0,133,0.5488721804511278,0.3909088637233873,0
0.09999999999999999,1.0,133,0.5488721804511278,0.3909088637233873,0
0.15,0.9699248120300752,129,0.5658914728682171,0.41009780235297705,4
0.19999999999999998,0.8345864661654135,111,0.6396396396396397,0.46126471968528543,22
0.24999999999999997,0.6015037593984962,80,0.625,0.4639616793462947,53
0.3,0.45112781954887216,60,0.65,0.40697080697080695,73
0.35,0.3533834586466165,47,0.7659574468085106,0.5004166956038614,86
0.39999999999999997,0.19548872180451127,26,0.9230769230769231,0.6153846153846154,107
0.44999999999999996,0.12030075187969924,16,1.0,1.0,117
0.49999999999999994,0.09022556390977443,12,1.0,1.0,121
0.5499999999999999,0.06015037593984962,8,1.0,1.0,125
0.6,0.05263157894736842,7,1.0,1.0,126
0.6499999999999999,0.022556390977443608,3,1.0,1.0,130
0.7,0.022556390977443608,3,1.0,1.0,130
0.7499999999999999,0.015037593984962405,2,1.0,1.0,131
0.7999999999999999,0.0,0,,,133
0.85,0.0,0,,,133
0.8999999999999999,0.0,0,,,133
0.95,0.0,0,,,133
