threshold,coverage,accepted_n,accuracy_on_accepted,macro_f1_on_accepted,rejected_n
0.0,1.0,133,0.7894736842105263,0.7342288011695907,0
0.049999999999999996,1.0,133,0.7894736842105263,0.7342288011695907,0
0.09999999999999999,1.0,133,0.7894736842105263,0.7342288011695907,0
0.15,1.0,133,0.7894736842105263,0.7342288011695907,0
0.19999999999999998,0.9473684210526315,126,0.8253968253968254,0.7720438629026479,7
0.24999999999999997,0.8872180451127819,118,0.864406779661017,0.8681037078863164,15
0.3,0.8421052631578947,112,0.8660714285714286,0.8653621272978461,21
0.35,0.8045112781954887,107,0.8878504672897196,0.8830973173650519,26
0.39999999999999997,0.7894736842105263,105,0.9047619047619048,0.8960970240958002,28
0.44999999999999996,0.6992481203007519,93,0.9139784946236559,0.8923842673842673,40
0.49999999999999994,0.6616541353383458,88,0.9204545454545454,0.8966544124438861,45
0.5499999999999999,0.631578947368421,84,0.9404761904761905,0.9061782219676957,49
0.6,0.5714285714285714,76,0.9473684210526315,0.8628881786776524,57
0.6499999999999999,0.518796992481203,69,0.9420289855072463,0.8569460842188115,64
0.7,0.41353383458646614,55,0.9272727272727272,0.827154028766932,78
0.7499999999999999,0.3383458646616541,45,0.9333333333333333,0.9230331262939957,88
0.7999999999999999,0.2857142857142857,38,0.9473684210526315,0.9444444444444444,95
0.85,0.21804511278195488,29,0.9655172413793104,0.965432098765432,104
0.8999999999999999,0.12030075187969924,16,1.0,1.0,117
0.95,0.045112781954887216,6,1.0,1.0,127
