threshold,coverage,accepted_n,accuracy_on_accepted,macro_f1_on_accepted,rejected_n
0.0,1.0,133,0.7669172932330827,0.6446654740316251,0
0.049999999999999996,1.0,133,0.7669172932330827,0.6446654740316251,0
0.09999999999999999,1.0,133,0.7669172932330827,0.6446654740316251,0
0.15,1.0,133,0.7669172932330827,0.6446654740316251,0
0.19999999999999998,0.9699248120300752,129,0.7829457364341085,0.6504945440760903,4
0.24999999999999997,0.8947368421052632,119,0.8319327731092437,0.7634465474139388,14
0.3,0.8270676691729323,110,0.8636363636363636,0.8603085210792721,23
0.35,0.7669172932330827,102,0.9019607843137255,0.8841530311449421,31
0.39999999999999997,0.7443609022556391,99,0.9191919191919192,0.8991402878702651,34
0.44999999999999996,0.706766917293233,94,0.925531914893617,0.9060927810927811,39
0.49999999999999994,0.6541353383458647,87,0.9425287356321839,0.9078015985910723,46
0.5499999999999999,0.6165413533834586,82,0.9512195121951219,0.8657741815636553,51
0.6,0.556390977443609,74,0.9459459459459459,0.8606798606798608,59
0.6499999999999999,0.5112781954887218,68,0.9411764705882353,0.8515735486409973,65
0.7,0.42857142857142855,57,0.9298245614035088,0.8312650312650313,76
0.7499999999999999,0.39097744360902253,52,0.9230769230769231,0.8264502164502164,81
0.7999999999999999,0.3383458646616541,45,0.9333333333333333,0.8483809523809522,88
0.85,0.2857142857142857,38,0.9210526315789473,0.8423188405797102,95
0.8999999999999999,0.23308270676691728,31,0.967741935483871,0.961111111111111,102
0.95,0.13533834586466165,18,1.0,1.0,115
