trial,params,accuracy,macro_f1,weighted_f1,best_val_macro_f1
mst_focused_trial6,"{""d_model"": 64, ""layers"": 3, ""patch_size"": 8, ""lr"": 0.0001, ""epochs"": 100}",0.7518796992481203,0.667088567907697,0.7426058521295058,0.7697044761806157
mst_focused_trial1,"{""d_model"": 96, ""layers"": 3, ""patch_size"": 8, ""lr"": 0.0001, ""epochs"": 100}",0.7368421052631579,0.6639865024600626,0.7237158547018048,0.8046129204559437
mst_focused_trial2,"{""d_model"": 96, ""layers"": 3, ""patch_size"": 8, ""lr"": 5e-05, ""epochs"": 100}",0.7819548872180451,0.6554056578986288,0.77965584310369,0.759987298861979
mst_focused_trial4,"{""d_model"": 96, ""layers"": 4, ""patch_size"": 8, ""lr"": 0.0001, ""epochs"": 100}",0.7744360902255639,0.6409870855316476,0.7695202522344458,0.7900872576816234
mst_focused_trial5,"{""d_model"": 128, ""layers"": 3, ""patch_size"": 8, ""lr"": 0.0001, ""epochs"": 100}",0.7518796992481203,0.6346464543625625,0.75196139264577,0.8114475914780792
mst_focused_trial3,"{""d_model"": 96, ""layers"": 3, ""patch_size"": 8, ""lr"": 0.0002, ""epochs"": 100}",0.7443609022556391,0.6281137797298106,0.737838710271894,0.7896259419647467
