threshold,coverage,accepted_n,accuracy_on_accepted,macro_f1_on_accepted,rejected_n
0.0,1.0,133,0.6616541353383458,0.5824353097882509,0
0.049999999999999996,1.0,133,0.6616541353383458,0.5824353097882509,0
0.09999999999999999,1.0,133,0.6616541353383458,0.5824353097882509,0
0.15,1.0,133,0.6616541353383458,0.5824353097882509,0
0.19999999999999998,1.0,133,0.6616541353383458,0.5824353097882509,0
0.24999999999999997,1.0,133,0.6616541353383458,0.5824353097882509,0
0.3,0.9924812030075187,132,0.6666666666666666,0.5868309141838554,1
0.35,0.9849624060150376,131,0.6717557251908397,0.5919143723923136,2
0.39999999999999997,0.9624060150375939,128,0.6796875,0.6012182525465258,5
0.44999999999999996,0.9398496240601504,125,0.688,0.6109016894994262,8
0.49999999999999994,0.9022556390977443,120,0.7166666666666667,0.6398909145938009,13
0.5499999999999999,0.8796992481203008,117,0.7264957264957265,0.6452290764790765,16
0.6,0.8345864661654135,111,0.7477477477477478,0.6595712560386473,22
0.6499999999999999,0.8270676691729323,110,0.7545454545454545,0.6741075968907776,23
0.7,0.7969924812030075,106,0.7641509433962265,0.6863542765169574,27
0.7499999999999999,0.7518796992481203,100,0.8,0.7029285756001443,33
0.7999999999999999,0.7368421052631579,98,0.8061224489795918,0.7058956860091152,35
0.85,0.6917293233082706,92,0.7934782608695652,0.6814505552412057,41
0.8999999999999999,0.6466165413533834,86,0.8255813953488372,0.7148300152873325,47
0.95,0.5639097744360902,75,0.84,0.6762292960662526,58
