threshold,coverage,accepted_n,accuracy_on_accepted,macro_f1_on_accepted,rejected_n
0.0,1.0,133,0.7518796992481203,0.6810031659120449,0
0.049999999999999996,1.0,133,0.7518796992481203,0.6810031659120449,0
0.09999999999999999,1.0,133,0.7518796992481203,0.6810031659120449,0
0.15,1.0,133,0.7518796992481203,0.6810031659120449,0
0.19999999999999998,1.0,133,0.7518796992481203,0.6810031659120449,0
0.24999999999999997,1.0,133,0.7518796992481203,0.6810031659120449,0
0.3,1.0,133,0.7518796992481203,0.6810031659120449,0
0.35,1.0,133,0.7518796992481203,0.6810031659120449,0
0.39999999999999997,1.0,133,0.7518796992481203,0.6810031659120449,0
0.44999999999999996,1.0,133,0.7518796992481203,0.6810031659120449,0
0.49999999999999994,0.9924812030075187,132,0.7575757575757576,0.6876661411796713,1
0.5499999999999999,0.9849624060150376,131,0.7633587786259542,0.6913528338907543,2
0.6,0.9473684210526315,126,0.7857142857142857,0.6998283250293137,7
0.6499999999999999,0.9473684210526315,126,0.7857142857142857,0.6998283250293137,7
0.7,0.9398496240601504,125,0.784,0.6981226720078711,8
0.7499999999999999,0.9323308270676691,124,0.7903225806451613,0.7018263757115748,9
0.7999999999999999,0.924812030075188,123,0.7886178861788617,0.7001578551331544,10
0.85,0.9172932330827067,122,0.7950819672131147,0.7037510165356465,11
0.8999999999999999,0.9097744360902256,121,0.8016528925619835,0.7273621276467576,12
0.95,0.9022556390977443,120,0.8,0.72552389235264,13
