threshold,coverage,accepted_n,accuracy_on_accepted,macro_f1_on_accepted,rejected_n
0.0,1.0,133,0.6165413533834586,0.5230590452309909,0
0.049999999999999996,1.0,133,0.6165413533834586,0.5230590452309909,0
0.09999999999999999,1.0,133,0.6165413533834586,0.5230590452309909,0
0.15,1.0,133,0.6165413533834586,0.5230590452309909,0
0.19999999999999998,1.0,133,0.6165413533834586,0.5230590452309909,0
0.24999999999999997,0.9924812030075187,132,0.6212121212121212,0.5282393224700918,1
0.3,0.9849624060150376,131,0.6259541984732825,0.5311865667966463,2
0.35,0.9624060150375939,128,0.640625,0.5393926916280813,5
0.39999999999999997,0.924812030075188,123,0.6666666666666666,0.5694133079427197,10
0.44999999999999996,0.8947368421052632,119,0.680672268907563,0.5784366062343107,14
0.49999999999999994,0.8796992481203008,117,0.6923076923076923,0.5844386047604091,16
0.5499999999999999,0.8421052631578947,112,0.7053571428571429,0.5867524210207138,21
0.6,0.7744360902255639,103,0.7184466019417476,0.5831323983754456,30
0.6499999999999999,0.7142857142857143,95,0.7684210526315789,0.6082011169427303,38
0.7,0.6616541353383458,88,0.7840909090909091,0.6149467971330318,45
0.7499999999999999,0.6090225563909775,81,0.7901234567901234,0.6010735418427726,52
0.7999999999999999,0.5714285714285714,76,0.8157894736842105,0.6199012247507232,57
0.85,0.518796992481203,69,0.8260869565217391,0.6190600078653635,64
0.8999999999999999,0.42857142857142855,57,0.8596491228070176,0.6680415263748597,76
0.95,0.3082706766917293,41,0.9024390243902439,0.6816137566137566,92
