model,params,validation_macro_f1,combined_test_accuracy,combined_test_macro_f1,curated_reference_test_accuracy,curated_reference_test_macro_f1,mlrod_test_accuracy,mlrod_test_macro_f1,checkpoint
band_multiscale_mst_patch8_d128_ce,"{""trial"": ""band_multiscale_mst_patch8_d128_ce"", ""frontend"": ""multiscale"", ""pooling"": ""band_attention"", ""loss"": ""ce"", ""lr"": 3e-05, ""d_model"": 128, ""layers"": 4, ""patch_size"": 8, ""saliency_init"": 0.75}",0.8983024267699458,0.9756854630108639,0.7846191851047609,0.7669172932330827,0.6149839961272211,0.9911111111111112,0.991118553064733,results\band_aware_mlrod_v3_spots\band_aware_mlrod_v3_grid0-4000_n4001_20260616_131911\torch\band_multiscale_mst_patch8_d128_ce.pth
