raman_shift_cm-1,wavelength_nm,intensity
-311.444523,246.690000,0.000000
-300.766377,246.755000,0.000000
-290.093855,246.820000,0.000000
-279.262891,246.886000,0.000000
-268.601691,246.951000,-0.059402
-257.946101,247.016000,-0.103504
-247.296118,247.081000,0.828999
-236.651737,247.146000,-0.599519
-226.012953,247.211000,-0.313359
-215.216219,247.277000,-0.069725
-204.588703,247.342000,-1.502039
-193.966771,247.407000,-0.562610
-183.350419,247.472000,1.919441
-172.739643,247.537000,-2.513087
-162.134437,247.602000,-0.220481
-151.534799,247.667000,-0.424681
-140.940722,247.732000,-1.650649
-130.352203,247.797000,1.859039
-119.769238,247.862000,0.428424
-109.191822,247.927000,1.703329
-98.619951,247.992000,1.523506
-88.053621,248.057000,1.395623
-77.655258,248.121000,0.958998
-67.099910,248.186000,1.803836
-56.550089,248.251000,-2.194378
-46.005792,248.316000,4.441857
-35.467013,248.381000,-0.409198
-24.933749,248.446000,1.159158
-14.405995,248.511000,-0.053772
-4.045586,248.575000,-0.559278
6.471245,248.640000,0.904051
16.982580,248.705000,0.742253
27.488421,248.770000,0.939348
37.827271,248.834000,0.561029
48.322224,248.899000,1.445839
58.811696,248.964000,1.692399
69.134442,249.028000,0.925522
79.613052,249.093000,0.620191
90.086194,249.158000,-2.750206
100.392873,249.222000,-2.799745
110.855177,249.287000,0.666129
121.312027,249.352000,-0.299816
131.602677,249.416000,-1.136654
142.048715,249.481000,0.451702
152.328727,249.545000,1.148479
162.763968,249.610000,-0.032669
173.033359,249.674000,0.788109
183.457821,249.739000,-0.230978
193.716607,249.803000,-2.242111
204.130307,249.868000,-0.862319
214.378504,249.932000,2.033988
224.781458,249.997000,1.649852
235.019083,250.061000,6.227454
245.411309,250.126000,-1.157069
255.638378,250.190000,2.927208
265.860216,250.254000,0.787086
276.236420,250.319000,3.644745
286.447727,250.383000,-1.702441
296.813243,250.448000,-0.448015
307.014035,250.512000,-0.775276
317.209616,250.576000,1.941632
327.399990,250.640000,1.925564
337.744263,250.705000,1.760295
347.924154,250.769000,2.404192
358.098850,250.833000,-4.190532
368.268355,250.897000,1.867742
378.591450,250.962000,1.011031
388.750505,251.026000,-2.491634
398.904381,251.090000,-0.299076
409.053082,251.154000,-3.177769
419.196612,251.218000,1.828839
429.334975,251.282000,3.539431
439.626466,251.347000,-1.228163
449.754426,251.411000,-1.658966
459.877231,251.475000,3.058769
469.994885,251.539000,-4.407711
480.107392,251.603000,-1.020468
490.214756,251.667000,1.075200
500.316980,251.731000,3.527252
510.414069,251.795000,5.017011
520.506026,251.859000,-5.087411
530.592855,251.923000,-3.025775
540.674561,251.987000,-2.405826
550.751147,252.051000,-4.927691
560.822617,252.115000,-6.418929
570.888975,252.179000,2.299924
580.950225,252.243000,-1.655299
590.849282,252.306000,1.569150
600.900407,252.370000,2.149791
610.946435,252.434000,1.038712
620.987371,252.498000,0.415184
631.023218,252.562000,-1.435661
641.053980,252.626000,5.408301
650.923048,252.689000,1.120012
660.943731,252.753000,-0.288954
670.959341,252.817000,0.944731
680.969880,252.881000,-4.027198
690.819058,252.944000,-1.793777
700.819549,253.008000,-0.148645
710.814983,253.072000,-1.559556
720.805362,253.136000,-3.649437
730.634708,253.199000,3.687487
740.615069,253.263000,-2.352769
750.434561,253.326000,1.149557
760.404919,253.390000,-6.104244
770.370241,253.454000,-2.047171
780.174941,253.517000,0.506182
790.130283,253.581000,-4.536814
799.925166,253.644000,1.431734
809.870542,253.708000,-2.398737
819.655623,253.771000,4.148180
829.591048,253.835000,-4.293528
839.366341,253.898000,-0.151755
849.291831,253.962000,-1.327150
859.057350,254.025000,-1.032780
868.972920,254.089000,-2.020862
878.728681,254.152000,-4.623113
888.634344,254.216000,-4.061409
898.380361,254.279000,2.975353
908.121550,254.342000,0.686457
918.012421,254.406000,-4.004284
927.743888,254.469000,3.065627
937.470538,254.532000,-1.196531
947.346650,254.596000,-1.555860
957.063600,254.659000,0.238062
966.775743,254.722000,-2.100408
976.637128,254.786000,-5.027743
986.339593,254.849000,2.449796
996.037261,254.912000,-1.107444
1005.730138,254.975000,-1.395629
1015.571966,255.039000,1.412216
1025.255192,255.102000,-5.886879
1034.933637,255.165000,-2.059070
1044.607304,255.228000,-0.881394
1054.276196,255.291000,-7.187849
1063.940318,255.354000,-3.093319
1073.599672,255.417000,-1.183874
1083.407471,255.481000,-0.774968
1093.057225,255.544000,-0.793978
1102.702223,255.607000,0.821129
1112.342467,255.670000,1.170419
1121.977961,255.733000,-0.313746
1131.608710,255.796000,-0.397274
1141.234715,255.859000,-1.595762
1150.855981,255.922000,3.775836
1160.472512,255.985000,-7.010022
1170.084310,256.048000,-3.484053
1179.691379,256.111000,-2.947895
1189.293724,256.174000,-3.812439
1198.739040,256.236000,1.739318
1208.332019,256.299000,-5.235969
1217.920283,256.362000,-0.572970
1227.503835,256.425000,1.464559
1237.082680,256.488000,-0.371772
1246.656820,256.551000,-1.769397
1256.226260,256.614000,-4.608837
1265.639217,256.676000,4.172558
1275.199339,256.739000,2.930351
1284.754770,256.802000,-1.592230
1294.305515,256.865000,3.132796
1303.700087,256.927000,-3.613498
1313.241541,256.990000,-3.953801
1322.778319,257.053000,-5.812305
1332.310423,257.116000,-4.279225
1341.686664,257.178000,-6.374692
1351.209505,257.241000,-1.654083
1360.727683,257.304000,3.659878
1370.090229,257.366000,-3.588495
1379.599165,257.429000,-0.225335
1388.952622,257.491000,-1.143942
1398.452329,257.554000,-3.921934
1407.796710,257.616000,-1.211359
1417.287202,257.679000,1.139501
1426.773053,257.742000,-0.212370
1436.103810,257.804000,-1.824934
1445.580466,257.867000,2.136353
1454.902179,257.929000,-5.292877
1464.369654,257.992000,0.061495
1473.682337,258.054000,2.700175
1482.990547,258.116000,-3.162856
1492.444310,258.179000,-3.871565
1501.743510,258.241000,-1.342746
1511.188124,258.304000,-4.607412
1520.478327,258.366000,0.298029
1529.764072,258.428000,4.454114
1539.195025,258.491000,-3.115481
1548.471792,258.553000,-3.571593
1557.744112,258.615000,1.842805
1567.161432,258.678000,4.099246
1576.424794,258.740000,4.178475
1585.683718,258.802000,0.443459
1594.938206,258.864000,-1.677275
1604.337420,258.927000,-1.886053
1613.582976,258.989000,-5.184147
1622.824106,259.051000,-3.833272
1632.060814,259.113000,1.129717
1641.293103,259.175000,-2.520314
1650.669776,259.238000,2.620691
1659.893165,259.300000,-8.298871
1669.112144,259.362000,-3.428980
1678.326716,259.424000,1.412684
1687.536886,259.486000,2.805836
1696.742655,259.548000,-0.176321
1705.944027,259.610000,4.308505
1715.141005,259.672000,-2.383161
1724.333592,259.734000,3.864442
1733.521792,259.796000,-6.391938
1742.705607,259.858000,6.397229
1751.885041,259.920000,-2.818152
1761.060096,259.982000,-2.638439
1770.230777,260.044000,-1.243882
1779.397086,260.106000,4.072260
1788.559026,260.168000,2.654578
1797.716600,260.230000,5.262170
1806.869812,260.292000,1.433825
1816.018664,260.354000,-1.038070
1825.163160,260.416000,-0.695336
1834.155916,260.477000,-3.180115
1843.291778,260.539000,0.252971
1852.423294,260.601000,0.905688
1861.550466,260.663000,2.321775
1870.673297,260.725000,-3.902409
1879.644752,260.786000,-0.506964
1888.758980,260.848000,-3.650046
1897.868877,260.910000,-2.078225
1906.974445,260.972000,-3.215904
1915.928928,261.033000,1.131209
1925.025918,261.095000,-5.793652
1934.118588,261.157000,-0.923457
1943.060391,261.218000,-2.369002
1952.144502,261.280000,-2.501056
1961.224302,261.342000,-2.819517
1970.153451,261.403000,1.233203
1979.224710,261.465000,-1.146513
1988.145460,261.526000,-2.869776
1997.208190,261.588000,-1.904532
2006.120554,261.649000,-2.036996
2015.174766,261.711000,-1.052181
2024.078756,261.772000,-1.428288
2033.124461,261.834000,-4.182083
2042.020089,261.895000,-4.489348
2051.057301,261.957000,3.831662
2059.944578,262.018000,-2.634019
2068.973308,262.080000,6.560023
2077.852245,262.141000,6.874598
2086.872506,262.203000,-0.682678
2095.743116,262.264000,-0.849887
2104.609601,262.325000,0.021179
2113.617214,262.387000,-2.122285
2122.475388,262.448000,-5.100970
2131.329447,262.509000,-9.373215
2140.324438,262.571000,-2.030953
2149.170203,262.632000,-0.862873
2158.011861,262.693000,-1.283499
2166.994257,262.755000,4.144412
2175.827640,262.816000,5.180276
2184.656923,262.877000,-0.777441
2193.482109,262.938000,0.843381
2202.303202,262.999000,1.413164
2211.264711,263.061000,-7.057772
2220.077557,263.122000,4.158674
2228.886318,263.183000,3.574965
2237.690997,263.244000,-0.416570
2246.491597,263.305000,0.412066
2255.288119,263.366000,-0.320542
2264.080568,263.427000,-3.156336
2272.868945,263.488000,-0.436364
2281.653255,263.549000,0.864796
2290.577403,263.611000,1.176761
2299.353518,263.672000,0.320745
2308.125573,263.733000,2.088053
2316.893571,263.794000,-7.571549
2325.657515,263.855000,1.022363
2334.273836,263.915000,-6.620988
2343.029746,263.976000,1.882871
2351.781611,264.037000,2.657177
2360.529433,264.098000,1.221856
2369.273215,264.159000,1.351596
2378.012959,264.220000,-0.635372
2386.748669,264.281000,5.378971
2395.480347,264.342000,-1.016061
2404.207997,264.403000,-1.120807
2412.788642,264.463000,-3.330893
2421.508308,264.524000,2.589483
2430.223953,264.585000,-3.059792
2438.935580,264.646000,-1.455027
2447.643192,264.707000,-0.100093
2456.204142,264.767000,1.376380
2464.903798,264.828000,1.939792
2473.599447,264.889000,-2.055966
2482.148639,264.949000,1.760546
2490.836348,265.010000,1.357140
2499.520059,265.071000,0.220924
2508.057516,265.131000,3.328258
2516.733303,265.192000,-2.169390
2525.405101,265.253000,-2.815255
2533.930847,265.313000,3.212253
2542.594737,265.374000,-5.013908
2551.112712,265.434000,1.925415
2559.768705,265.495000,1.022003
2568.278918,265.555000,-1.053503
2576.927027,265.616000,-2.968236
2585.571164,265.677000,-3.994438
2594.069722,265.737000,-4.430442
2602.564444,265.797000,-2.072133
2611.196813,265.858000,0.260457
2619.683805,265.918000,0.659629
2628.308321,265.979000,-0.845491
2636.787594,266.039000,2.497409
2645.404268,266.100000,-2.113280
2653.875831,266.160000,1.084320
2662.343577,266.220000,2.379427
2670.948539,266.281000,0.575754
2679.408591,266.341000,2.651155
2687.864833,266.401000,-1.609235
2696.458108,266.462000,-1.327367
2704.906672,266.522000,-7.683721
2713.351433,266.582000,-3.230780
2721.792393,266.642000,-5.428184
2730.370143,266.703000,-4.322496
2738.803447,266.763000,-5.274842
2747.232958,266.823000,-3.844233
