raman_shift_cm-1,wavelength_nm,intensity
6110.472021,293.128000,11.842498
6116.755485,293.182000,14.726654
6123.152931,293.237000,13.705238
6129.431725,293.291000,15.097545
6135.824417,293.346000,13.556256
6142.098547,293.400000,11.342667
6148.486490,293.455000,9.117512
6154.872040,293.510000,8.634599
6161.139160,293.564000,10.016877
6167.519969,293.619000,13.028405
6173.782438,293.673000,10.798264
6180.158512,293.728000,8.276001
6186.416334,293.782000,16.539734
6192.787678,293.837000,9.469985
6199.040859,293.891000,17.059247
6205.291742,293.945000,8.554177
6211.656022,294.000000,11.871684
6217.902272,294.054000,15.345400
6224.261835,294.109000,15.047243
6230.503456,294.163000,13.758315
6236.742786,294.217000,12.076986
6243.095305,294.272000,7.811395
6249.330014,294.326000,12.467608
6255.677829,294.381000,13.798608
6261.907923,294.435000,15.114763
6268.135731,294.489000,10.755737
6274.476522,294.544000,18.450427
6280.699722,294.598000,10.438822
6286.920642,294.652000,14.288416
6293.139281,294.706000,14.551078
6299.470739,294.761000,16.267958
6305.684781,294.815000,13.442535
6311.896546,294.869000,16.692637
6318.106037,294.923000,13.664981
6324.428182,294.978000,12.378875
6330.633085,295.032000,14.890961
6336.835717,295.086000,19.836734
6343.036080,295.140000,15.331595
6349.234174,295.194000,7.421959
6355.544717,295.249000,14.554421
