raman_shift_cm-1,wavelength_nm,intensity
-323.608033,246.616000,0.000000
-312.759145,246.682000,0.000000
-301.916061,246.748000,-1.137346
-291.078776,246.814000,-25.793210
-280.083216,246.881000,-1.064043
-269.257603,246.947000,-25.246914
-258.437774,247.013000,-24.838735
-247.623726,247.079000,-17.172068
-236.815454,247.145000,-24.405093
-226.012953,247.211000,-11.616512
-215.216219,247.277000,-17.213735
-204.425246,247.343000,-15.650463
-193.640031,247.409000,-24.123457
-182.860568,247.475000,-23.185957
-172.086854,247.541000,-25.553241
-161.318883,247.607000,-22.404321
-150.556651,247.673000,-24.954475
-139.800153,247.739000,-19.294753
-129.049385,247.805000,-26.388889
-118.467103,247.870000,-16.408179
-107.727694,247.936000,-16.221451
-96.994001,248.002000,-25.191358
-86.266020,248.068000,-13.930556
-75.543746,248.134000,-25.587963
-64.827174,248.200000,-23.707562
-54.278543,248.265000,-12.199846
-43.573277,248.331000,-35.685185
-32.873698,248.397000,-21.115741
-22.179805,248.463000,-15.810957
-11.653491,248.528000,-11.648920
-0.970866,248.594000,-36.626543
9.706087,248.660000,-19.754630
20.377375,248.726000,-19.203704
30.881442,248.791000,-22.625000
41.541497,248.857000,-18.122685
52.195898,248.923000,-22.877315
62.683348,248.988000,-25.301698
73.326542,249.054000,-19.234568
83.802964,249.119000,-21.228395
94.434970,249.185000,-24.618056
104.900381,249.250000,-24.052469
115.521215,249.316000,-28.485340
125.975632,249.381000,-20.923611
136.585313,249.447000,-21.538580
147.028754,249.512000,-29.216821
157.627298,249.578000,-23.453704
168.059780,249.643000,-21.305556
178.647205,249.709000,-40.716049
189.068746,249.774000,-34.161265
199.645070,249.840000,-9.555556
210.055686,249.905000,-1.906636
220.620926,249.971000,0.429012
231.020635,250.036000,0.258488
241.414938,250.101000,0.368827
251.963627,250.167000,0.866512
262.347049,250.232000,0.712191
272.725077,250.297000,0.414352
283.097717,250.362000,0.237654
293.624427,250.428000,0.804012
303.986219,250.493000,0.142747
314.342635,250.558000,0.489969
324.693679,250.623000,0.124228
335.198478,250.689000,0.891204
345.538708,250.754000,1.366512
355.873579,250.819000,-0.307870
366.203095,250.884000,-0.405864
376.527259,250.949000,-1.035494
386.846077,251.014000,1.007716
397.318179,251.080000,1.744599
407.626234,251.145000,1.146605
417.928954,251.210000,-0.124228
428.226343,251.275000,-0.098765
438.518407,251.340000,0.676698
448.805149,251.405000,0.196759
459.086573,251.470000,1.108025
469.362683,251.535000,1.294753
479.633483,251.600000,0.230710
489.898978,251.665000,1.277006
500.159172,251.730000,0.580247
510.414069,251.795000,0.557870
520.663672,251.860000,0.797068
530.907986,251.925000,0.417438
541.147015,251.990000,1.194444
551.223361,252.054000,0.475309
561.451914,252.119000,0.352623
571.675194,252.184000,0.219907
581.893205,252.249000,0.323302
592.105952,252.314000,0.473765
602.313438,252.379000,0.764660
612.358750,252.443000,0.884259
622.555807,252.508000,1.742284
632.747617,252.573000,1.124228
642.934182,252.638000,0.949846
652.958910,252.702000,0.851852
663.135079,252.767000,0.513889
673.306016,252.832000,0.757716
683.315368,252.896000,-0.038580
693.475932,252.961000,0.639660
703.631276,253.026000,0.148920
713.625287,253.090000,0.082562
723.770283,253.155000,-0.279321
733.910070,253.220000,-0.628086
743.888776,253.284000,-0.766204
754.018238,253.349000,-0.222222
763.986786,253.413000,-0.320216
774.105940,253.478000,0.913580
784.064345,253.542000,0.649691
794.173206,253.607000,-0.410494
