raman_shift_cm-1,wavelength_nm,intensity
-323.608033,246.616000,0.000000
-312.759145,246.682000,0.000000
-301.916061,246.748000,-224.284000
-291.078776,246.814000,-582.969000
-280.083216,246.881000,-202.625000
-269.257603,246.947000,-396.921000
-258.437774,247.013000,-388.609500
-247.623726,247.079000,-270.133000
-236.815454,247.145000,-429.567500
-226.012953,247.211000,-218.146500
-215.216219,247.277000,-260.405000
-204.425246,247.343000,-280.244500
-193.640031,247.409000,-350.827000
-182.860568,247.475000,-309.061500
-172.086854,247.541000,-413.299500
-161.318883,247.607000,-373.640500
-150.556651,247.673000,-419.049500
-139.800153,247.739000,-294.525500
-129.049385,247.805000,-405.510000
-118.467103,247.870000,-250.780000
-107.727694,247.936000,-222.940000
-96.994001,248.002000,-301.606500
-86.266020,248.068000,-240.501500
-75.543746,248.134000,-546.328000
-64.827174,248.200000,-454.312000
-54.278543,248.265000,-196.784500
-43.573277,248.331000,-487.808000
-32.873698,248.397000,-318.944500
-22.179805,248.463000,-246.040000
-11.653491,248.528000,-160.505500
-0.970866,248.594000,-490.216000
9.706087,248.660000,-383.192500
20.377375,248.726000,-381.295500
30.881442,248.791000,-335.898000
41.541497,248.857000,-271.278500
52.195898,248.923000,-244.583500
62.683348,248.988000,-435.631000
73.326542,249.054000,-322.628000
83.802964,249.119000,-367.391000
94.434970,249.185000,-400.846500
104.900381,249.250000,-343.674500
115.521215,249.316000,-383.735000
125.975632,249.381000,-443.864500
136.585313,249.447000,-330.040500
147.028754,249.512000,-402.669000
157.627298,249.578000,-429.919500
168.059780,249.643000,-367.236500
178.647205,249.709000,-522.945000
189.068746,249.774000,-346.978500
199.645070,249.840000,-195.198000
210.055686,249.905000,-61.360000
220.620926,249.971000,0.225000
231.020635,250.036000,0.941000
241.414938,250.101000,0.030000
251.963627,250.167000,0.379500
262.347049,250.232000,0.277500
272.725077,250.297000,-0.281500
283.097717,250.362000,0.680500
293.624427,250.428000,0.110500
303.986219,250.493000,0.594000
314.342635,250.558000,-0.203000
324.693679,250.623000,0.185000
335.198478,250.689000,0.721500
345.538708,250.754000,-0.913500
355.873579,250.819000,-1.754000
366.203095,250.884000,0.359500
376.527259,250.949000,-0.022500
386.846077,251.014000,0.303500
397.318179,251.080000,0.108000
407.626234,251.145000,0.497500
417.928954,251.210000,-0.231000
428.226343,251.275000,0.927500
438.518407,251.340000,-0.180000
448.805149,251.405000,0.308000
459.086573,251.470000,0.301000
469.362683,251.535000,-1.046000
479.633483,251.600000,0.674000
489.898978,251.665000,1.142000
500.159172,251.730000,1.381000
510.414069,251.795000,1.989500
520.663672,251.860000,1.862500
530.907986,251.925000,2.159500
541.147015,251.990000,2.298500
551.223361,252.054000,3.295500
561.451914,252.119000,1.484000
571.675194,252.184000,2.417500
581.893205,252.249000,1.270000
592.105952,252.314000,1.978000
602.313438,252.379000,1.854500
612.358750,252.443000,3.068000
622.555807,252.508000,6.000000
632.747617,252.573000,9.487500
642.934182,252.638000,11.470500
652.958910,252.702000,13.522500
663.135079,252.767000,11.265500
673.306016,252.832000,8.489000
683.315368,252.896000,5.720000
693.475932,252.961000,9.556500
703.631276,253.026000,6.296500
713.625287,253.090000,5.157500
723.770283,253.155000,2.788500
733.910070,253.220000,2.141000
743.888776,253.284000,2.674500
754.018238,253.349000,2.390500
763.986786,253.413000,2.754000
774.105940,253.478000,2.795000
784.064345,253.542000,2.763000
794.173206,253.607000,3.498500
