spectrum_id,variant,spikes_replaced
SHERLOC_REGION_0581,despike_sg11_asls,0
SHERLOC_REGION_0583,despike_sg11_asls,0
SHERLOC_REGION_0584,despike_sg11_asls,0
SHERLOC_REGION_0585,despike_sg11_asls,0
SHERLOC_REGION_0586,despike_sg11_asls,0
SHERLOC_REGION_0587,despike_sg11_asls,0
SHERLOC_REGION_0588,despike_sg11_asls,0
SHERLOC_REGION_0589,despike_sg11_asls,0
SHERLOC_REGION_0590,despike_sg11_asls,0
SHERLOC_REGION_0591,despike_sg11_asls,0
SHERLOC_REGION_0592,despike_sg11_asls,0
SHERLOC_REGION_0593,despike_sg11_asls,0
SHERLOC_REGION_0594,despike_sg11_asls,0
SHERLOC_REGION_0595,despike_sg11_asls,0
SHERLOC_REGION_0596,despike_sg11_asls,1
SHERLOC_REGION_0597,despike_sg11_asls,0
SHERLOC_REGION_0598,despike_sg11_asls,0
SHERLOC_REGION_0599,despike_sg11_asls,0
SHERLOC_REGION_0600,despike_sg11_asls,0
SHERLOC_REGION_0601,despike_sg11_asls,0
SHERLOC_REGION_0602,despike_sg11_asls,0
SHERLOC_REGION_0603,despike_sg11_asls,0
SHERLOC_REGION_0604,despike_sg11_asls,0
SHERLOC_REGION_0605,despike_sg11_asls,0
SHERLOC_REGION_0606,despike_sg11_asls,0
SHERLOC_REGION_0607,despike_sg11_asls,0
SHERLOC_REGION_0608,despike_sg11_asls,0
SHERLOC_REGION_0609,despike_sg11_asls,0
SHERLOC_REGION_0610,despike_sg11_asls,0
SHERLOC_REGION_0611,despike_sg11_asls,1
SHERLOC_REGION_0612,despike_sg11_asls,0
SHERLOC_REGION_0613,despike_sg11_asls,0
SHERLOC_REGION_0614,despike_sg11_asls,1
SHERLOC_REGION_0615,despike_sg11_asls,0
SHERLOC_REGION_0616,despike_sg11_asls,0
SHERLOC_REGION_0617,despike_sg11_asls,0
SHERLOC_REGION_0618,despike_sg11_asls,0
SHERLOC_REGION_0619,despike_sg11_asls,0
SHERLOC_REGION_0620,despike_sg11_asls,0
SHERLOC_REGION_0621,despike_sg11_asls,0
SHERLOC_REGION_0622,despike_sg11_asls,0
SHERLOC_REGION_0623,despike_sg11_asls,0
SHERLOC_REGION_0624,despike_sg11_asls,0
SHERLOC_REGION_0625,despike_sg11_asls,0
SHERLOC_REGION_0626,despike_sg11_asls,0
SHERLOC_REGION_0627,despike_sg11_asls,0
SHERLOC_REGION_0628,despike_sg11_asls,0
SHERLOC_REGION_0629,despike_sg11_asls,0
SHERLOC_REGION_0630,despike_sg11_asls,0
SHERLOC_REGION_0631,despike_sg11_asls,1
SHERLOC_REGION_0632,despike_sg11_asls,0
SHERLOC_REGION_0633,despike_sg11_asls,0
SHERLOC_REGION_0634,despike_sg11_asls,0
SHERLOC_REGION_0635,despike_sg11_asls,0
SHERLOC_REGION_0636,despike_sg11_asls,0
SHERLOC_REGION_0637,despike_sg11_asls,0
SHERLOC_REGION_0638,despike_sg11_asls,0
SHERLOC_REGION_0639,despike_sg11_asls,0
SHERLOC_REGION_0640,despike_sg11_asls,1
SHERLOC_REGION_0641,despike_sg11_asls,0
SHERLOC_REGION_0642,despike_sg11_asls,0
SHERLOC_REGION_0643,despike_sg11_asls,0
SHERLOC_REGION_0644,despike_sg11_asls,0
SHERLOC_REGION_0645,despike_sg11_asls,0
SHERLOC_REGION_0646,despike_sg11_asls,0
SHERLOC_REGION_0647,despike_sg11_asls,0
SHERLOC_REGION_0648,despike_sg11_asls,1
SHERLOC_REGION_0649,despike_sg11_asls,0
SHERLOC_REGION_0650,despike_sg11_asls,0
SHERLOC_REGION_0652,despike_sg11_asls,0
SHERLOC_REGION_0653,despike_sg11_asls,0
SHERLOC_REGION_0654,despike_sg11_asls,0
SHERLOC_REGION_0655,despike_sg11_asls,0
SHERLOC_REGION_0656,despike_sg11_asls,0
SHERLOC_REGION_0657,despike_sg11_asls,0
SHERLOC_REGION_0658,despike_sg11_asls,0
SHERLOC_REGION_0659,despike_sg11_asls,1
SHERLOC_REGION_0660,despike_sg11_asls,0
SHERLOC_REGION_0661,despike_sg11_asls,0
SHERLOC_REGION_0662,despike_sg11_asls,0
SHERLOC_REGION_0663,despike_sg11_asls,0
SHERLOC_REGION_0664,despike_sg11_asls,0
SHERLOC_REGION_0665,despike_sg11_asls,0
SHERLOC_REGION_0666,despike_sg11_asls,0
SHERLOC_REGION_0667,despike_sg11_asls,0
SHERLOC_REGION_0668,despike_sg11_asls,1
SHERLOC_REGION_0669,despike_sg11_asls,0
SHERLOC_REGION_0671,despike_sg11_asls,0
SHERLOC_REGION_0672,despike_sg11_asls,0
SHERLOC_REGION_0673,despike_sg11_asls,0
SHERLOC_REGION_0674,despike_sg11_asls,0
SHERLOC_REGION_0675,despike_sg11_asls,0
SHERLOC_REGION_0676,despike_sg11_asls,0
SHERLOC_REGION_0677,despike_sg11_asls,0
SHERLOC_REGION_0678,despike_sg11_asls,0
SHERLOC_REGION_0679,despike_sg11_asls,0
SHERLOC_REGION_0680,despike_sg11_asls,0
SHERLOC_REGION_0681,despike_sg11_asls,0
SHERLOC_REGION_0682,despike_sg11_asls,0
SHERLOC_REGION_0683,despike_sg11_asls,0
SHERLOC_REGION_0686,despike_sg11_asls,0
SHERLOC_REGION_0687,despike_sg11_asls,0
SHERLOC_REGION_0688,despike_sg11_asls,0
SHERLOC_REGION_0689,despike_sg11_asls,0
SHERLOC_REGION_0690,despike_sg11_asls,0
SHERLOC_REGION_0691,despike_sg11_asls,0
SHERLOC_REGION_0692,despike_sg11_asls,0
SHERLOC_REGION_0693,despike_sg11_asls,0
SHERLOC_REGION_0694,despike_sg11_asls,0
SHERLOC_REGION_0695,despike_sg11_asls,0
SHERLOC_REGION_0696,despike_sg11_asls,0
SHERLOC_REGION_0698,despike_sg11_asls,0
SHERLOC_REGION_0699,despike_sg11_asls,0
SHERLOC_REGION_0700,despike_sg11_asls,0
SHERLOC_REGION_0701,despike_sg11_asls,0
SHERLOC_REGION_0702,despike_sg11_asls,1
SHERLOC_REGION_0703,despike_sg11_asls,0
SHERLOC_REGION_0704,despike_sg11_asls,0
SHERLOC_REGION_0705,despike_sg11_asls,0
SHERLOC_REGION_0706,despike_sg11_asls,0
SHERLOC_REGION_0707,despike_sg11_asls,0
SHERLOC_REGION_0708,despike_sg11_asls,0
SHERLOC_REGION_0709,despike_sg11_asls,0
SHERLOC_REGION_0710,despike_sg11_asls,0
SHERLOC_REGION_0711,despike_sg11_asls,1
SHERLOC_REGION_0712,despike_sg11_asls,0
SHERLOC_REGION_0713,despike_sg11_asls,0
SHERLOC_REGION_0714,despike_sg11_asls,0
SHERLOC_REGION_0715,despike_sg11_asls,0
SHERLOC_REGION_0716,despike_sg11_asls,0
SHERLOC_REGION_0717,despike_sg11_asls,0
SHERLOC_REGION_0718,despike_sg11_asls,0
SHERLOC_REGION_0719,despike_sg11_asls,0
SHERLOC_REGION_0720,despike_sg11_asls,0
SHERLOC_REGION_0721,despike_sg11_asls,0
SHERLOC_REGION_0722,despike_sg11_asls,0
SHERLOC_REGION_0723,despike_sg11_asls,0
SHERLOC_REGION_0724,despike_sg11_asls,0
SHERLOC_REGION_0725,despike_sg11_asls,0
SHERLOC_REGION_0726,despike_sg11_asls,0
SHERLOC_REGION_0727,despike_sg11_asls,0
SHERLOC_REGION_0728,despike_sg11_asls,0
SHERLOC_REGION_0729,despike_sg11_asls,0
SHERLOC_REGION_0730,despike_sg11_asls,0
SHERLOC_REGION_0731,despike_sg11_asls,0
SHERLOC_REGION_0732,despike_sg11_asls,0
SHERLOC_REGION_0733,despike_sg11_asls,0
SHERLOC_REGION_0734,despike_sg11_asls,0
SHERLOC_REGION_0735,despike_sg11_asls,0
SHERLOC_REGION_0736,despike_sg11_asls,0
SHERLOC_REGION_0737,despike_sg11_asls,0
SHERLOC_REGION_0739,despike_sg11_asls,0
SHERLOC_REGION_0740,despike_sg11_asls,0
SHERLOC_REGION_0741,despike_sg11_asls,0
SHERLOC_REGION_0742,despike_sg11_asls,0
SHERLOC_REGION_0743,despike_sg11_asls,0
SHERLOC_REGION_0744,despike_sg11_asls,0
SHERLOC_REGION_0745,despike_sg11_asls,0
SHERLOC_REGION_0746,despike_sg11_asls,0
SHERLOC_REGION_0747,despike_sg11_asls,0
SHERLOC_REGION_0748,despike_sg11_asls,0
SHERLOC_REGION_0749,despike_sg11_asls,0
SHERLOC_REGION_0750,despike_sg11_asls,0
PARENT_0783,despike_sg11_asls,1
PARENT_0780,despike_sg11_asls,0
PARENT_0781,despike_sg11_asls,1
PARENT_0782,despike_sg11_asls,1
PARENT_0784,despike_sg11_asls,0
PARENT_0785,despike_sg11_asls,0
PARENT_0786,despike_sg11_asls,0
PARENT_0787,despike_sg11_asls,0
PARENT_0788,despike_sg11_asls,1
PARENT_0789,despike_sg11_asls,0
PARENT_0790,despike_sg11_asls,0
PARENT_0791,despike_sg11_asls,0
PARENT_0792,despike_sg11_asls,0
PARENT_0793,despike_sg11_asls,0
PARENT_0794,despike_sg11_asls,0
PARENT_0795,despike_sg11_asls,0
PARENT_0796,despike_sg11_asls,0
PARENT_0797,despike_sg11_asls,0
PARENT_0798,despike_sg11_asls,1
PARENT_0799,despike_sg11_asls,1
PARENT_0800,despike_sg11_asls,0
PARENT_0801,despike_sg11_asls,1
PARENT_0802,despike_sg11_asls,0
PARENT_0803,despike_sg11_asls,0
PARENT_0804,despike_sg11_asls,0
PARENT_0805,despike_sg11_asls,0
PARENT_0806,despike_sg11_asls,2
PARENT_0807,despike_sg11_asls,1
PARENT_0808,despike_sg11_asls,1
PARENT_0809,despike_sg11_asls,2
PARENT_0810,despike_sg11_asls,0
