protocol,base_model,fine_tuning_samples_per_fold,held_out_samples_total,fine_tuning_mode,sherloc_valid_range_cm-1,epochs,learning_rate,augmentation_on_sherloc,targets,labels,zero_shot_accuracy,zero_shot_macro_f1_all_classes,zero_shot_macro_f1_present_labels,finetuned_loso_accuracy,finetuned_loso_macro_f1_all_classes,finetuned_loso_macro_f1_present_labels,mean_final_training_loss
Earth-domain MST pretraining followed by SHERLOC small-sample fine-tuning; leave-one-SHERLOC-spectrum-out validation.,D:\dyt\raman\pigeonite\reviewer2_materialized_augmented_results_v1\review_ready_20260503_033305\torch\mst.pth,30,31,last_block_head,"[800.0, 4000.0]",80,5e-05,False,"{'Dourbes': 27, 'Bellegarde': 4}","{'Sulfate': 30, 'Phosphate': 1}",0.5483870967741935,0.19461697722567287,0.681159420289855,0.9354838709677419,0.48333333333333334,0.48333333333333334,0.002437278752275292
