Wavenumber (cm⁻¹),Intensity
200.0,3577.390988372093
201.00097751710655,3529.378985371343
202.0019550342131,3536.444631145242
203.00293255131965,3568.9127011866603
204.0039100684262,3559.4557915046944
205.00488758553274,3567.8475300643345
206.0058651026393,3577.8586554284193
207.00684261974584,3584.0051815979564
208.0078201368524,3571.33146771494
209.00879765395894,3574.2324784217544
210.00977517106548,3578.4737083444415
211.01075268817203,3574.105806451613
212.01173020527858,3562.634412156758
213.01270772238513,3590.898893143293
214.01368523949168,3643.5237600639825
215.01466275659823,3689.386729938683
216.01564027370478,3720.9385814761217
217.01661779081132,3786.332855957802
218.01759530791787,3883.909980919206
219.01857282502445,3928.3493030032687
220.019550342131,3967.9713166721135
221.02052785923755,4009.680364251495
222.0215053763441,4057.964953441566
223.02248289345064,4072.110932261553
224.0234604105572,4097.184512316502
225.02443792766374,4119.718087768648
226.0254154447703,4114.614779232781
227.02639296187684,4118.491800825902
228.02737047898339,4129.161799371912
229.02834799608993,4145.803020328366
230.02932551319648,4166.231132922378
231.03030303030303,4164.843666423535
232.03128054740958,4152.760922969942
233.03225806451613,4134.693560151526
234.03323558162268,4123.011838580625
235.03421309872923,4107.974543201479
236.03519061583577,4088.4588897373537
237.03616813294232,4062.1750162028275
238.03714565004887,4007.7641424479857
239.03812316715542,3988.4014384485304
240.03910068426197,4000.090161158418
241.04007820136852,4011.771882729319
242.04105571847506,3980.8882334053988
243.0420332355816,3934.804680086285
244.0430107526882,3886.4796326818932
245.04398826979474,3893.055397392812
246.0449657869013,3864.6179828873805
247.04594330400784,3831.818951702093
248.04692082111438,3819.39806280369
249.04789833822093,3855.094824871634
250.04887585532748,3843.6457958189703
251.04985337243403,3815.1246173652453
252.05083088954058,3837.0598441827738
253.05180840664713,3822.258307466287
254.05278592375367,3812.0
255.05376344086022,3814.5232817707356
256.05474095796677,3833.5477082654506
257.0557184750733,3811.6580640873926
258.05669599217987,3802.98795587372
259.0576735092864,3831.9507337098953
260.05865102639297,3830.4862457550944
261.0596285434995,3853.9669338928134
262.06060606060606,3868.595841369067
263.0615835777126,3834.1803744312415
264.06256109481916,3860.805827346309
265.0635386119257,3892.828138753043
266.06451612903226,3915.825154678128
267.0654936461388,3900.436774107676
268.06647116324535,3912.185092792565
269.0674486803519,3907.01907231766
270.06842619745845,3886.1065379065367
271.069403714565,3931.572183372182
272.07038123167155,3970.9783622366385
273.0713587487781,3978.7945989494388
274.07233626588464,3940.35782286014
275.0733137829912,3957.9703304925138
276.07429130009774,3996.793998832708
277.0752688172043,4022.514411753122
278.07624633431084,3990.248469809761
279.0772238514174,4013.9431864764374
280.07820136852393,4044.74564632227
281.0791788856305,4080.333155472552
282.08015640273703,4125.865515018118
283.0811339198436,4106.388740063582
284.08211143695013,4093.5297977765968
285.0830889540567,4106.465577843136
286.0840664711632,4160.810652139457
287.0850439882698,4233.508955792271
288.0860215053764,4301.048043925877
289.0869990224829,4354.315356485361
290.0879765395895,4481.365327475407
291.088954056696,4618.853955212208
292.0899315738026,4789.829838817338
293.0909090909091,5023.538245895084
294.09188660801567,5280.309984885095
295.0928641251222,5643.010699538832
296.09384164222877,6080.539789683115
297.0948191593353,6525.173708808997
298.09579667644186,6984.167903107303
299.0967741935484,7432.17363892774
300.09775171065496,7838.995643907977
301.0987292277615,8084.6433226101
302.09970674486806,8077.204131447299
303.1006842619746,7905.290096336783
304.10166177908116,7596.22559944798
305.1026392961877,7172.282180438152
306.10361681329425,6765.153274682306
307.1045943304008,6355.237886951837
308.10557184750735,5928.036297605401
309.1065493646139,5641.38551262147
310.10752688172045,5396.824087920433
311.108504398827,5199.264663296064
312.10948191593354,5061.528978455058
313.1104594330401,4933.316790348834
314.11143695014664,4867.989332250722
315.1124144672532,4853.229527346382
316.11339198435974,4849.546755024431
317.1143695014663,4816.361403478463
318.11534701857283,4805.75429193354
319.1163245356794,4820.898140989927
320.11730205278593,4820.1610441437515
321.1182795698925,4837.294316209856
322.119257086999,4882.958022190648
323.1202346041056,4955.765305130128
324.1212121212121,4966.829905540296
