Wavenumber (cm⁻¹),Intensity
200.0,593.2417897636934
201.00097751710655,575.1544919414746
202.0019550342131,557.0671941192559
203.00293255131965,538.979896297037
204.0039100684262,545.2185396385789
205.00488758553274,552.4609673514781
206.0058651026393,561.812396437204
207.00684261974584,574.4065344626803
208.0078201368524,587.0006724881566
209.00879765395894,595.2839477114454
210.00977517106548,602.6710277421196
211.01075268817203,608.5931221040116
212.01173020527858,610.3800392050204
213.01270772238513,612.1669563060291
214.01368523949168,616.0336325336583
215.01466275659823,620.8116937116084
216.01564027370478,625.5565172102616
217.01661779081132,630.0771495795032
218.01759530791787,634.5977819487447
219.01857282502445,641.2263888386027
220.019550342131,649.4923830855294
221.02052785923755,657.7583773324561
222.0215053763441,664.7641082865439
223.02248289345064,671.7654524857787
224.0234604105572,676.5468647510037
225.02443792766374,678.3896523582422
226.0254154447703,680.2324399654806
227.02639296187684,680.5095427226034
228.02737047898339,680.5402964679415
229.02834799608993,679.9946207254867
230.02932551319648,678.0901176016027
231.03030303030303,676.1856144777187
232.03128054740958,673.9704822102283
233.03225806451613,671.6413702530112
234.03323558162268,670.2124551633167
235.03421309872923,673.3300362120506
236.03519061583577,676.4476172607845
237.03616813294232,682.0601306835911
238.03714565004887,689.3423005706453
239.03812316715542,696.5612052949282
240.03910068426197,701.9140365154706
241.04007820136852,707.2668677360128
242.04105571847506,712.6379235913479
243.0420332355816,718.029813213197
244.0430107526882,723.4217028350464
245.04398826979474,721.8087375665167
246.0449657869013,719.4201195065913
247.04594330400784,717.276397324579
248.04692082111438,715.6209635841378
249.04789833822093,713.9655298436966
250.04887585532748,724.3844100392089
251.04985337243403,738.4543164855553
252.05083088954058,747.5087004703755
253.05180840664713,736.6918618477645
254.05278592375367,725.8750232251533
255.05376344086022,715.052948914919
256.05474095796677,704.2278682622419
257.0557184750733,694.8363470116631
258.05669599217987,704.7721516275773
259.0576735092864,714.7079562434916
260.05865102639297,709.9732504478471
261.0596285434995,690.7290826120376
