Wavenumber (cm⁻¹),Intensity
200.0,4808.979887990044
201.00097751710655,4819.130634211153
202.0019550342131,4825.749744493128
203.00293255131965,4710.855834966887
204.0039100684262,4683.174476669662
205.00488758553274,4680.944266198124
206.0058651026393,4659.9121102051695
207.00684261974584,4631.4659837167665
208.0078201368524,4630.412416403025
209.00879765395894,4659.654115323295
210.00977517106548,4690.996109741857
211.01075268817203,4705.653426389475
212.01173020527858,4699.7253432690595
213.01270772238513,4740.709054429717
214.01368523949168,4741.274570681421
215.01466275659823,4744.071532237995
216.01564027370478,4799.839160896964
217.01661779081132,4751.240734758509
218.01759530791787,4821.563839186572
219.01857282502445,4900.335151982316
220.019550342131,4929.7191120756515
221.02052785923755,4949.328131299343
222.0215053763441,4969.593161488827
223.02248289345064,4993.487548555998
224.0234604105572,5032.809006567675
225.02443792766374,5069.563862592239
226.0254154447703,5067.423678634509
227.02639296187684,5056.780982340214
228.02737047898339,5070.834354129854
229.02834799608993,5086.644685167932
230.02932551319648,5094.9746093070335
231.03030303030303,5129.8103338864685
232.03128054740958,5162.067131262586
233.03225806451613,5189.758523355481
234.03323558162268,5227.390677736881
235.03421309872923,5277.379699401326
236.03519061583577,5304.995212443604
237.03616813294232,5309.162777346705
238.03714565004887,5345.515958313821
239.03812316715542,5405.39136481279
240.03910068426197,5432.728033068099
241.04007820136852,5490.830363009755
242.04105571847506,5512.094656918869
243.0420332355816,5517.61499980109
244.0430107526882,5540.72411619193
245.04398826979474,5586.286734661589
246.0449657869013,5580.352967536943
247.04594330400784,5614.299202244459
248.04692082111438,5672.590693509153
249.04789833822093,5707.257658542184
250.04887585532748,5771.17658887346
251.04985337243403,5838.70817719581
252.05083088954058,5899.528838501644
253.05180840664713,5958.349382461019
254.05278592375367,6038.272394858517
255.05376344086022,6181.998883981572
256.05474095796677,6237.477278331624
257.0557184750733,6303.1107412846195
258.05669599217987,6390.94195499001
259.0576735092864,6430.023950967612
260.05865102639297,6403.759819687329
261.0596285434995,6447.882971223972
262.06060606060606,6552.691688785803
263.0615835777126,6646.850250512024
264.06256109481916,6684.30756227449
265.0635386119257,6772.275179495336
266.06451612903226,6837.631205612541
267.0654936461388,6845.78634424154
268.06647116324535,6795.429677700384
269.0674486803519,6706.737843689298
270.06842619745845,6648.754518953308
271.069403714565,6593.741872928251
272.07038123167155,6552.131542112094
273.0713587487781,6555.209079562107
274.07233626588464,6613.744741975835
275.0733137829912,6634.867957920138
276.07429130009774,6658.391025236404
277.0752688172043,6704.608065312376
278.07624633431084,6781.126753328766
279.0772238514174,6909.859669623748
280.07820136852393,6993.363388996249
281.0791788856305,7022.396775572857
282.08015640273703,7082.078167067626
283.0811339198436,7232.545471265232
284.08211143695013,7330.197407840575
285.0830889540567,7399.207332789321
286.0840664711632,7370.419469141707
287.0850439882698,7279.078880608482
288.0860215053764,7220.642324521077
289.0869990224829,7151.039958783285
290.0879765395895,7047.866077808409
291.088954056696,6962.655963616733
292.0899315738026,6916.073007885222
293.0909090909091,6881.583097452433
