Wavenumber (cm⁻¹),Intensity
200.0,-34.376000000000005
201.00097751710655,-33.279929618768335
202.0019550342131,-32.183859237536666
203.00293255131965,-31.087788856304996
204.0039100684262,-29.991718475073323
205.00488758553274,-28.89564809384165
206.0058651026393,-27.79957771260998
207.00684261974584,-26.70350733137831
208.0078201368524,-25.60743695014664
209.00879765395894,-24.51136656891497
210.00977517106548,-23.4152961876833
211.01075268817203,-22.319225806451627
212.01173020527858,-21.223155425219957
213.01270772238513,-20.127085043988284
214.01368523949168,-19.031014662756615
215.01466275659823,-17.934944281524945
216.01564027370478,-16.838873900293272
217.01661779081132,-15.742803519061603
218.01759530791787,-14.646733137829933
219.01857282502445,-13.55066275659823
220.019550342131,-12.454592375366559
221.02052785923755,-11.358521994134888
222.0215053763441,-10.262451612903218
223.02248289345064,-9.166381231671547
224.0234604105572,-8.070310850439876
225.02443792766374,-6.974240469208205
226.0254154447703,-5.878170087976535
227.02639296187684,-4.782099706744864
228.02737047898339,-3.6860293255131933
229.02834799608993,-2.589958944281523
230.02932551319648,-1.4938885630498522
231.03030303030303,-0.3978181818181814
232.03128054740958,0.6982521994134894
233.03225806451613,1.7943225806451601
234.03323558162268,2.8309677419354853
235.03421309872923,2.1345190615835796
236.03519061583577,1.3600087976539617
237.03616813294232,0.6029648093841663
238.03714565004887,0.1686129032258036
239.03812316715542,0.7622434017595169
240.03910068426197,2.9921006842619597
241.04007820136852,4.975276637341145
242.04105571847506,5.955249266862162
243.0420332355816,6.8244604105571955
244.0430107526882,5.672569892473089
245.04398826979474,4.118944281524915
246.0449657869013,3.4636950146627634
247.04594330400784,3.909657869012717
248.04692082111438,4.580750733137859
249.04789833822093,6.657459433040109
250.04887585532748,8.853058651026387
251.04985337243403,8.401586510263915
252.05083088954058,7.142779081133909
253.05180840664713,6.139876832844562
254.05278592375367,4.879642228738992
255.05376344086022,3.650795698924731
256.05474095796677,3.6061974584555223
257.0557184750733,3.4856070381231645
258.05669599217987,3.1089872922776123
259.0576735092864,2.5931153470185726
260.05865102639297,2.663093841642233
261.0596285434995,3.8248709677419384
262.06060606060606,4.883303030303029
263.0615835777126,4.420560117302052
264.06256109481916,3.845310850439883
265.0635386119257,2.7724907135874894
266.06451612903226,1.391419354838712
267.0654936461388,0.27988660801564036
268.06647116324535,0.3001603128054722
269.0674486803519,0.7678680351906185
