Wavenumber (cm⁻¹),Intensity
200.0,185.01619890064316
201.00097751710655,181.71924675477902
202.0019550342131,177.10624516759492
203.00293255131965,175.15595950633866
204.0039100684262,172.64705167630706
205.00488758553274,169.04318727277592
206.0058651026393,170.55731550109766
207.00684261974584,166.78618955798427
208.0078201368524,163.24375147381687
209.00879765395894,161.31758025756085
210.00977517106548,158.2374026399653
211.01075268817203,158.10179872225416
212.01173020527858,156.87358513139912
213.01270772238513,155.47248232218809
214.01368523949168,154.99100246974095
215.01466275659823,153.20593004067618
216.01564027370478,152.87556330235327
217.01661779081132,151.43562146432558
218.01759530791787,149.5769687858167
219.01857282502445,150.3539107504578
220.019550342131,148.69640498959436
221.02052785923755,148.25943825200233
222.0215053763441,148.15486350353405
223.02248289345064,146.47921679740094
224.0234604105572,143.50289933264835
225.02443792766374,144.20623661595377
226.0254154447703,144.46409492297366
227.02639296187684,143.87354123035766
228.02737047898339,145.09420142402
229.02834799608993,144.22264587817676
230.02932551319648,145.7822482585049
231.03030303030303,146.8670054194716
232.03128054740958,145.3464716030571
233.03225806451613,146.95035923078467
234.03323558162268,146.92808419520495
235.03421309872923,145.95636942034108
236.03519061583577,145.41074939277757
237.03616813294232,146.0882895626072
238.03714565004887,146.3194349444421
239.03812316715542,147.9759078577898
240.03910068426197,148.86881676666857
241.04007820136852,147.73155566648683
242.04105571847506,148.85436764375797
243.0420332355816,149.1862169914448
244.0430107526882,149.01963113015861
245.04398826979474,148.52459663672067
246.0449657869013,147.86828428216552
247.04594330400784,149.6753564777794
248.04692082111438,150.3519355481669
249.04789833822093,150.16243034195261
250.04887585532748,150.69004423722137
251.04985337243403,153.4209455375766
252.05083088954058,153.237647868816
253.05180840664713,151.98288562175944
254.05278592375367,151.87250072337486
255.05376344086022,153.75701711976947
256.05474095796677,153.34457232205224
257.0557184750733,155.28457402484457
258.05669599217987,156.01003254468932
259.0576735092864,154.63236573690008
260.05865102639297,156.03088595957436
261.0596285434995,156.50823827321128
262.06060606060606,158.24418533876414
263.0615835777126,160.04899451086237
264.06256109481916,159.9716779384061
265.0635386119257,160.12069890098775
266.06451612903226,162.4286958668727
267.0654936461388,164.3978308589437
268.06647116324535,165.0353037737716
269.0674486803519,165.68165739132496
270.06842619745845,166.68456348467714
271.069403714565,168.34248025855433
272.07038123167155,168.4033336694119
273.0713587487781,167.0768823086841
274.07233626588464,169.3997766811175
275.0733137829912,168.6341472559264
276.07429130009774,168.07678951317376
277.0752688172043,168.40268556405334
278.07624633431084,167.89620582452991
279.0772238514174,167.3579266144189
280.07820136852393,167.0507829235
281.0791788856305,166.7856501564818
282.08015640273703,165.86637450385584
283.0811339198436,163.7887680048169
284.08211143695013,163.63217280853985
285.0830889540567,166.31994522299092
286.0840664711632,167.65604383333914
287.0850439882698,165.06441038339727
288.0860215053764,162.73690868199833
289.0869990224829,162.15621605780186
290.0879765395895,161.6123203101533
291.088954056696,160.60202104070095
292.0899315738026,159.9359131801789
293.0909090909091,160.59207939507078
294.09188660801567,159.35824329792615
295.0928641251222,158.9306831068783
296.09384164222877,159.54353853473404
297.0948191593353,157.734738111531
298.09579667644186,158.41440006962864
299.0967741935484,158.05152037256352
300.09775171065496,155.83982123961007
301.0987292277615,153.00370637253562
302.09970674486806,150.65178113610955
303.1006842619746,148.863775695442
304.10166177908116,144.65471734408538
305.1026392961877,138.81082666705598
306.10361681329425,133.97265045861786
307.1045943304008,129.75915739621152
308.10557184750735,128.16888526607383
309.1065493646139,126.56494407413958
310.10752688172045,124.2468939449496
311.108504398827,122.71446730780107
312.10948191593354,119.23143327047693
313.1104594330401,119.3415670315375
314.11143695014664,120.44536689349687
315.1124144672532,119.87163380070044
316.11339198435974,119.01373503347502
317.1143695014663,118.99234655458669
318.11534701857283,119.11875964273686
319.1163245356794,119.89871230980141
