Wavenumber (cm⁻¹),Intensity
200.0,2540.3563298070935
201.00097751710655,2588.7880055601477
202.0019550342131,2646.941268087412
203.00293255131965,2733.9481316971633
204.0039100684262,2819.943551469692
205.00488758553274,2889.198905098113
206.0058651026393,2945.1494556835587
207.00684261974584,3019.0027912726237
208.0078201368524,3082.2851189920766
209.00879765395894,3074.522939047825
210.00977517106548,2953.1576526213244
211.01075268817203,2740.5696882211114
212.01173020527858,2530.0396824541467
213.01270772238513,2369.6508636691115
214.01368523949168,2254.737697715662
215.01466275659823,2147.4409536771254
216.01564027370478,2040.7824144475858
217.01661779081132,1996.7592537331077
218.01759530791787,1980.8686103502466
219.01857282502445,1934.6637712561305
220.019550342131,1888.6795205358678
221.02052785923755,1890.05615293611
222.0215053763441,1891.0571168766573
223.02248289345064,1865.67777764213
224.0234604105572,1858.5547803634026
225.02443792766374,1860.7778450537046
226.0254154447703,1858.626233740338
227.02639296187684,1852.6015220342817
228.02737047898339,1849.324747566193
229.02834799608993,1832.4663952828969
230.02932551319648,1839.643317806201
231.03030303030303,1856.5920134610308
232.03128054740958,1862.2393899198337
233.03225806451613,1849.3000720436798
234.03323558162268,1883.622121281046
235.03421309872923,1904.0050714877057
236.03519061583577,1904.8483803265403
237.03616813294232,1937.284476724876
238.03714565004887,1966.00890118399
239.03812316715542,2009.6211690167827
240.03910068426197,2057.0244522102403
241.04007820136852,2096.8646684572604
242.04105571847506,2144.1932533813147
243.0420332355816,2247.582172968225
244.0430107526882,2337.752654988369
245.04398826979474,2391.8638008273924
246.0449657869013,2436.612409889223
247.04594330400784,2485.9807435983384
248.04692082111438,2564.582205434923
249.04789833822093,2664.4066129895864
250.04887585532748,2750.284629136175
251.04985337243403,2767.8920733387226
252.05083088954058,2729.6127365431244
253.05180840664713,2621.8292288401813
254.05278592375367,2479.5119003844957
255.05376344086022,2366.1727055877395
256.05474095796677,2281.2233991891126
257.0557184750733,2243.379171373287
258.05669599217987,2231.7664107917803
259.0576735092864,2226.0724895314834
260.05865102639297,2240.4822591205025
261.0596285434995,2293.5853666850994
262.06060606060606,2357.4820798903797
263.0615835777126,2414.481802236185
264.06256109481916,2466.8020601587677
265.0635386119257,2522.8765613105593
266.06451612903226,2567.3583455513854
267.0654936461388,2606.964783457352
268.06647116324535,2648.662911789674
269.0674486803519,2681.9871064350073
270.06842619745845,2687.881425965546
271.069403714565,2665.2734975781063
272.07038123167155,2628.9995447665738
273.0713587487781,2607.8126761896538
274.07233626588464,2625.2477383301666
275.0733137829912,2674.3265317650466
276.07429130009774,2744.4413466078604
277.0752688172043,2847.7381237596255
278.07624633431084,3018.6416607936535
279.0772238514174,3219.8882416003867
280.07820136852393,3478.6565540141555
281.0791788856305,3794.583708126284
