wavenumber_cm-1,intensity
969.508,0.003639279231785718
970.764,0.001846289166748682
972.019,0.0029943567324290524
973.274,0.00045562807327128305
974.529,0.0015995242397667238
975.784,0.0
977.039,0.002870708695904978
978.293,0.0037551278197627777
979.547,0.0
980.801,0.005741593093180535
982.055,0.0009714678534388927
983.308,0.0006185134665922296
984.562,0.0
985.815,0.0002844467620075014
987.068,0.0012331653676511615
988.321,0.0008460674892427096
989.573,0.0
990.826,0.002532046768961428
992.078,0.0014145050520799345
993.33,0.0034898416242407555
994.582,0.0036029034776089023
995.833,0.0
997.085,0.0
998.336,0.0013837763346961438
999.587,0.0
1000.838,0.0033802621186977406
1002.088,0.0010817879290300684
1003.339,0.0009983193105659405
1004.589,0.0023931741045997257
1005.839,0.0007661832585840208
1007.089,0.0016826839811181803
1008.339,0.00015116488758196706
1009.588,0.001678684437655367
1010.838,0.001878365964446462
1012.087,0.0
1013.336,0.0015726929157039665
1014.584,0.0010596300459068792
1015.833,0.0
1017.081,0.004755596657960766
1018.33,0.0038041951633209425
1019.577,0.003675298447785546
1020.825,0.004472821584220049
1022.073,0.003242500422596876
1023.32,0.0006677951265103327
1024.567,0.002200333479529459
1025.814,0.003504643511794144
1027.061,0.0038244289244744973
1028.308,0.0
1029.554,0.0
1030.8,0.0022231893470789185
1032.046,0.0032531476117641763
1033.292,0.004522211124735433
1034.538,0.0006292489206701812
1035.783,0.0019206779958529261
1037.029,0.006601203250980924
1038.274,0.0
1039.519,0.00804645479675363
1040.763,0.000866696233219885
1042.008,0.003491664324536334
1043.252,0.0031566247803908134
1044.496,0.003789688627822297
1045.74,0.007845332922861934
1046.984,0.004522596815877368
1048.228,0.0030439353037659263
1049.471,0.0
1050.714,0.0027050525348234857
1051.957,0.001285875123119635
1053.2,0.00452191739919305
1054.442,0.0008093286193147286
1055.685,0.004275025811493353
1056.927,0.0032490238721038776
1058.169,0.0007785528933805659
1059.411,0.007681021352851646
1060.652,0.0011972326440402902
1061.894,0.005272404805664628
1063.135,0.002723381502088338
1064.376,0.007298906901859203
1065.617,0.00869000061901826
1066.858,0.004443290288960198
1068.098,0.0038930009582365524
1069.339,0.004667630518390966
1070.579,0.0012248189938563947
1071.819,0.005897317087978944
1073.058,0.00692151111704691
1074.298,0.007925625404462325
1075.537,0.015860672631460678
1076.776,0.025536100744085466
1078.015,0.039167896193877706
1079.254,0.07199616095347056
1080.493,0.13136353344345328
1081.731,0.2963167730779461
1082.969,0.6515489875469067
1084.207,0.9987068414579785
1085.445,1.0
1086.683,0.6762947094800216
1087.92,0.3664527815604071
1089.157,0.19523450649880117
1090.394,0.09819201467068417
1091.631,0.04933071393977101
1092.868,0.02892378583302144
1094.105,0.014461178653033459
1095.341,0.004200278308390875
1096.577,0.0032836199646978778
1097.813,0.003633159844832902
1099.049,0.0003136767294969556
1100.284,0.00019551643853722256
1101.519,0.003768131111369499
1102.755,0.0
1103.99,0.001114210363968244
1105.224,0.0005302174179358764
1106.459,0.0005291344196839537
1107.693,0.0
1108.928,0.0001732978578776571
1110.162,0.00010269547627506281
1111.395,0.0019158381715204482
1112.629,0.0034507961246609594
1113.863,0.00039973900114056386
1115.096,0.005844790694272425
1116.329,0.0
1117.562,0.002951612784231584
1118.795,0.004167982066659416
1120.027,0.007334083320483111
1121.259,0.007803486417273436
1122.492,0.007502356082224368
1123.723,0.004239082102066744
1124.955,0.0024319152766955204
1126.187,0.004444944148412361
1127.418,0.004991606317766735
1128.649,0.0
1129.88,0.0017058629108456613
1131.111,0.00597465053423776
1132.342,0.0
1133.572,0.003838208750062639
1134.802,0.0023733066895832377
1136.033,0.0004041263847322444
1137.262,0.005538308811379086
1138.492,0.00502678270819814
1139.722,0.0003361607463590716
1140.951,0.0039714269054915395
1142.18,0.001703002047870612
1143.409,0.00556004295037995
1144.638,0.003760107254573974
1145.866,0.0
1147.095,0.005306725662897768
1148.323,0.0009282708194407602
1149.551,0.0
1150.779,0.006626103846779862
1152.006,0.0029855117049811075
1153.234,0.004228172311111484
1154.461,0.00041527465291462014
1155.688,0.005180846886047215
1156.915,0.003482134023928214
1158.141,0.0003963221807580327
1159.368,0.004158960036889803
