dataset,model,threshold,n_total,accepted_n,rejected_n,coverage,rejection_rate,accuracy_on_accepted,macro_f1_on_accepted,weighted_f1_on_accepted,precision_micro_on_accepted,operational_recall_correct_accepted_over_all,false_discovery_rate_wrong_among_accepted,false_positive_rate_wrong_accepted_over_all,macro_one_vs_rest_fpr
sherloc_leave_one_target_out,SHERLOC MST zero-shot,0.5,696,600,96,0.8620689655172413,0.13793103448275862,0.605,0.1724282137588978,0.5653397638533756,0.605,0.521551724137931,0.395,0.34051724137931033,0.07011744743472151
sherloc_leave_one_target_out,SHERLOC MST zero-shot,0.55,696,575,121,0.8261494252873564,0.17385057471264367,0.6156521739130435,0.1752064287253363,0.5731567248973167,0.6156521739130435,0.5086206896551724,0.3843478260869565,0.3175287356321839,0.065865106603048
sherloc_leave_one_target_out,SHERLOC MST zero-shot,0.6,696,545,151,0.7830459770114943,0.21695402298850575,0.6201834862385321,0.17222431166417884,0.5706858235906462,0.6201834862385321,0.48563218390804597,0.3798165137614679,0.2974137931034483,0.06255974493025504
sherloc_leave_one_target_out,SHERLOC MST zero-shot,0.65,696,510,186,0.7327586206896551,0.2672413793103448,0.6294117647058823,0.16599987187625553,0.5743791635815272,0.6294117647058823,0.46120689655172414,0.37058823529411766,0.27155172413793105,0.05737027927078899
sherloc_leave_one_target_out,SHERLOC MST zero-shot,0.7,696,472,224,0.6781609195402298,0.3218390804597701,0.6334745762711864,0.16202389445393467,0.5786725033808674,0.6334745762711864,0.4295977011494253,0.3665254237288136,0.24856321839080459,0.05250276281963514
sherloc_leave_one_target_out,SHERLOC MST zero-shot,0.75,696,418,278,0.6005747126436781,0.3994252873563218,0.638755980861244,0.16868118791007086,0.5878506563647652,0.638755980861244,0.38362068965517243,0.361244019138756,0.21695402298850575,0.045290773227738314
sherloc_leave_one_target_out,SHERLOC MST zero-shot,0.8,696,363,333,0.521551724137931,0.47844827586206895,0.6253443526170799,0.170871924246983,0.570122399318244,0.6253443526170799,0.3261494252873563,0.3746556473829201,0.19540229885057472,0.041336034540163914
sherloc_leave_one_target_out,SHERLOC MST zero-shot,0.85,696,295,401,0.4238505747126437,0.5761494252873564,0.6067796610169491,0.14473920218108768,0.5491727286214252,0.6067796610169491,0.257183908045977,0.39322033898305087,0.16666666666666666,0.03508198529229934
sherloc_leave_one_target_out,SHERLOC MST zero-shot,0.9,696,234,462,0.33620689655172414,0.6637931034482759,0.6153846153846154,0.14742742722393887,0.5643118145354281,0.6153846153846154,0.20689655172413793,0.38461538461538464,0.12931034482758622,0.02683663035529544
sherloc_leave_one_target_out,SHERLOC MST zero-shot,0.95,696,138,558,0.19827586206896552,0.8017241379310345,0.6884057971014492,0.1614522417153996,0.6425488035709241,0.6884057971014492,0.13649425287356323,0.3115942028985507,0.0617816091954023,0.012649632599402418
sherloc_leave_one_target_out,SHERLOC MST adapted,0.0,696,696,0,1.0,0.0,0.7097701149425287,0.2691168236164004,0.6870856370033199,0.7097701149425287,0.7097701149425287,0.29022988505747127,0.29022988505747127,0.05949102888084671
sherloc_leave_one_target_out,SHERLOC MST adapted,0.05,696,696,0,1.0,0.0,0.7097701149425287,0.2691168236164004,0.6870856370033199,0.7097701149425287,0.7097701149425287,0.29022988505747127,0.29022988505747127,0.05949102888084671
sherloc_leave_one_target_out,SHERLOC MST adapted,0.1,696,696,0,1.0,0.0,0.7097701149425287,0.2691168236164004,0.6870856370033199,0.7097701149425287,0.7097701149425287,0.29022988505747127,0.29022988505747127,0.05949102888084671
sherloc_leave_one_target_out,SHERLOC MST adapted,0.15,696,696,0,1.0,0.0,0.7097701149425287,0.2691168236164004,0.6870856370033199,0.7097701149425287,0.7097701149425287,0.29022988505747127,0.29022988505747127,0.05949102888084671
sherloc_leave_one_target_out,SHERLOC MST adapted,0.2,696,696,0,1.0,0.0,0.7097701149425287,0.2691168236164004,0.6870856370033199,0.7097701149425287,0.7097701149425287,0.29022988505747127,0.29022988505747127,0.05949102888084671
sherloc_leave_one_target_out,SHERLOC MST adapted,0.25,696,696,0,1.0,0.0,0.7097701149425287,0.2691168236164004,0.6870856370033199,0.7097701149425287,0.7097701149425287,0.29022988505747127,0.29022988505747127,0.05949102888084671
sherloc_leave_one_target_out,SHERLOC MST adapted,0.3,696,693,3,0.9956896551724138,0.004310344827586207,0.7113997113997114,0.26989375323206427,0.689149180712767,0.7113997113997114,0.7083333333333334,0.2886002886002886,0.28735632183908044,0.058876545074954316
sherloc_leave_one_target_out,SHERLOC MST adapted,0.35,696,677,19,0.9727011494252874,0.027298850574712645,0.7193500738552437,0.2699174889431815,0.6989259116334522,0.7193500738552437,0.6997126436781609,0.28064992614475626,0.27298850574712646,0.05579368243296644
sherloc_leave_one_target_out,SHERLOC MST adapted,0.4,696,641,55,0.9209770114942529,0.07902298850574713,0.734789391575663,0.2624307669574294,0.7165647668491639,0.734789391575663,0.6767241379310345,0.26521060842433697,0.2442528735632184,0.04928270363548701
sherloc_leave_one_target_out,SHERLOC MST adapted,0.45,696,620,76,0.8908045977011494,0.10919540229885058,0.7467741935483871,0.2639410190663256,0.7278881577469524,0.7467741935483871,0.6652298850574713,0.2532258064516129,0.22557471264367815,0.045490880373951895
sherloc_leave_one_target_out,SHERLOC MST adapted,0.5,696,586,110,0.8419540229885057,0.15804597701149425,0.7593856655290102,0.26062327296278454,0.7406670049259669,0.7593856655290102,0.639367816091954,0.24061433447098976,0.2025862068965517,0.041551393634289085
sherloc_leave_one_target_out,SHERLOC MST adapted,0.55,696,552,144,0.7931034482758621,0.20689655172413793,0.7807971014492754,0.2522715552974775,0.7621940840561608,0.7807971014492754,0.6192528735632183,0.21920289855072464,0.17385057471264367,0.035744650318463675
sherloc_leave_one_target_out,SHERLOC MST adapted,0.6,696,505,191,0.7255747126436781,0.2744252873563218,0.7940594059405941,0.24747892299351393,0.7753311114973284,0.7940594059405941,0.5761494252873564,0.20594059405940593,0.14942528735632185,0.031066726701845744
sherloc_leave_one_target_out,SHERLOC MST adapted,0.65,696,463,233,0.6652298850574713,0.33477011494252873,0.8185745140388769,0.25207111296277773,0.8016913579696868,0.8185745140388769,0.5445402298850575,0.18142548596112312,0.1206896551724138,0.02519165061194241
sherloc_leave_one_target_out,SHERLOC MST adapted,0.7,696,414,282,0.5948275862068966,0.4051724137931034,0.8333333333333334,0.24118953447076394,0.8174879410370951,0.8333333333333334,0.4956896551724138,0.16666666666666666,0.09913793103448276,0.020432032675287037
sherloc_leave_one_target_out,SHERLOC MST adapted,0.75,696,367,329,0.5272988505747126,0.47270114942528735,0.8528610354223434,0.22912959620737428,0.8316269955321163,0.8528610354223434,0.44971264367816094,0.14713896457765668,0.07758620689655173,0.01685842586432099
sherloc_leave_one_target_out,SHERLOC MST adapted,0.8,696,297,399,0.4267241379310345,0.5732758620689655,0.8552188552188552,0.21711827956989246,0.8320156402737048,0.8552188552188552,0.3649425287356322,0.1447811447811448,0.0617816091954023,0.013514874586590248
sherloc_leave_one_target_out,SHERLOC MST adapted,0.85,696,167,529,0.23994252873563218,0.7600574712643678,0.8263473053892215,0.22660818713450293,0.8026353308420752,0.8263473053892215,0.19827586206896552,0.17365269461077845,0.041666666666666664,0.009005501673151832
sherloc_leave_one_target_out,SHERLOC MST adapted,0.9,696,71,625,0.10201149425287356,0.8979885057471264,0.7746478873239436,0.21817311041448972,0.737417889433431,0.7746478873239436,0.07902298850574713,0.22535211267605634,0.022988505747126436,0.0048332075252583906
sherloc_leave_one_target_out,SHERLOC MST adapted,0.95,696,25,671,0.035919540229885055,0.9640804597701149,0.88,0.11702127659574468,0.8238297872340425,0.88,0.031609195402298854,0.12,0.004310344827586207,0.0011867088607594937
