sherloc_rows_total,sherloc_train_rows,sherloc_validation_rows,split_note,base_checkpoint,fine_tune_mode,sherloc_valid_range_cm-1,zero_shot_accuracy,zero_shot_macro_f1,finetuned_accuracy,finetuned_macro_f1,best_internal_finetune_macro_f1,classes_after_head_expansion
730,584,146,stratified_for_labels_with_n>=2_singletons_forced_to_train,publication_repo\results\mlrod_spectral_window_sensitivity_v3\mlrod_v3_grid800-1800_n1001_20260527_104956\torch\mst_trial7.pth,last_transformer_block_norm_and_head,"[800.0, 1800.0]",0.4520547945205479,0.08241758241758242,0.8972602739726028,0.8637757153094576,0.8637757153094576,"['Borate', 'Carbonate', 'Glass', 'K-Feldspar', 'Olivine', 'Other Silicates', 'Oxides/Hydroxides', 'Perchlorate', 'Phosphate', 'Phyllosilicates', 'Plagioclase', 'Pyroxene', 'Silica Phase', 'Sulfate']"
