raman_shift_cm-1,intensity
116.773438,69335.648438
118.108398,69754.53125
119.443359,69830.710938
120.777344,69972.507813
122.111328,70009.382813
123.444336,70153.15625
124.777344,70120.664063
126.110352,70350.8125
127.443359,69627.695313
128.775391,69711.382813
130.106445,69780.078125
131.438477,70560.625
132.769531,70135.460938
134.100586,70168.570313
135.430664,70194.171875
136.760742,69366.203125
138.089844,69363.367188
139.419922,69454.570313
140.749023,69905.1875
142.077148,69778.234375
143.40625,69400.820313
144.733398,69908.21875
146.061523,70172.890625
147.388672,70560.140625
148.71582,70233.367188
150.041992,70617.039063
151.369141,69914.890625
152.694336,69987.46875
154.020508,70097.804688
155.345703,69638.34375
156.670898,69514.585938
157.995117,69538.0
159.319336,69672.828125
160.643555,69514.9375
161.966797,69436.3125
163.290039,70177.78125
164.613281,69948.039063
165.935547,69820.257813
167.257813,69438.984375
168.580078,69460.429688
169.901367,69983.289063
171.222656,70481.804688
172.543945,69965.84375
173.864258,70154.023438
175.18457,70857.484375
176.503906,70943.65625
177.824219,71173.882813
179.143555,71169.164063
180.461914,72243.257813
181.780273,71734.320313
183.098633,72055.976563
184.416992,71565.6875
185.734375,71276.304688
187.051758,70515.96875
188.368164,70199.570313
189.68457,70088.132813
191.000977,69929.125
192.317383,70058.875
193.632813,69814.21875
194.948242,69518.09375
196.262695,69592.648438
197.577148,70028.65625
198.891602,69507.804688
200.206055,70398.835938
201.519531,70030.085938
202.832031,70021.023438
204.145508,70297.625
205.458008,70340.039063
206.770508,70616.835938
208.082031,70910.921875
209.393555,70461.59375
210.705078,70900.695313
212.015625,71072.953125
213.327148,71182.320313
214.636719,71028.367188
215.947266,72019.679688
217.256836,72854.898438
218.566406,72661.101563
219.875,73225.609375
221.183594,73058.539063
222.492188,73015.601563
223.799805,72613.21875
225.107422,72660.007813
226.415039,72228.617188
227.72168,72317.398438
229.02832,71575.671875
230.334961,71683.445313
231.641602,71484.921875
232.947266,71571.640625
234.251953,71635.398438
235.557617,71024.726563
236.862305,71820.484375
238.166992,71268.953125
239.470703,70970.25
240.774414,71114.4375
242.078125,71147.414063
243.380859,71239.882813
244.683594,71556.953125
245.986328,71497.875
247.288086,71605.828125
248.59082,71270.109375
249.891602,71368.429688
251.193359,71311.125
252.494141,71182.65625
253.794922,71219.460938
255.094727,71706.304688
256.394531,71698.992188
257.694336,71456.921875
258.993164,71114.640625
260.292969,71684.671875
261.59082,71348.03125
262.889648,71481.164063
264.1875,71718.382813
265.485352,71574.171875
266.782227,71649.601563
268.079102,72021.960938
269.375977,71707.976563
270.672852,71650.375
271.96875,71820.390625
273.264648,71969.257813
274.55957,71573.835938
275.855469,72164.835938
277.150391,72010.648438
278.444336,71499.015625
279.738281,71721.351563
281.032227,71858.742188
282.326172,72247.507813
283.619141,72282.59375
284.912109,72383.445313
286.205078,72366.328125
287.49707,72225.351563
288.789063,72750.109375
290.081055,72676.898438
291.37207,72543.601563
292.663086,73035.867188
293.954102,72966.507813
295.244141,73023.070313
296.53418,73385.90625
297.824219,73520.125
299.113281,73654.398438
300.402344,73689.804688
301.691406,73082.992188
302.979492,73256.046875
304.267578,73442.757813
305.555664,73266.460938
306.84375,74004.804688
308.130859,73127.257813
309.417969,72884.664063
310.704102,73001.492188
311.990234,73584.929688
313.276367,72898.890625
314.5625,72751.257813
315.847656,72912.875
317.132813,72868.289063
318.416992,72669.90625
319.702148,72794.601563
320.986328,72858.96875
322.269531,72566.921875
323.553711,72136.390625
324.836914,72498.773438
326.119141,72362.335938
327.402344,72613.796875
328.68457,72637.210938
329.96582,72510.421875
331.248047,72206.015625
332.529297,72365.921875
333.810547,72358.015625
335.09082,72297.390625
336.371094,72578.484375
337.651367,72318.609375
338.931641,71888.601563
340.210938,72216.6875
341.490234,72224.320313
342.768555,72185.015625
344.046875,71999.0
345.325195,72337.164063
346.603516,72331.101563
347.880859,71796.570313
349.158203,72060.515625
350.435547,71880.070313
351.711914,72432.0625
352.988281,72369.148438
354.264648,72267.0
355.540039,72107.960938
356.81543,71897.859375
358.09082,72364.179688
359.366211,72050.0625
360.640625,72136.015625
361.915039,72204.34375
363.188477,72476.828125
364.461914,72166.328125
365.735352,72148.273438
367.008789,71951.453125
368.28125,72006.015625
369.553711,71940.71875
370.826172,72339.28125
372.097656,71617.3125
373.369141,71726.875
374.640625,72157.125
375.911133,71859.5625
377.181641,72114.875
378.452148,71795.492188
379.722656,72123.742188
380.992188,72503.34375
382.261719,72203.5
383.530273,72486.734375
384.799805,72488.265625
386.067383,72543.015625
387.335938,72611.585938
388.603516,72279.804688
389.871094,72731.039063
391.138672,72332.015625
392.405273,73243.328125
393.671875,72988.34375
394.938477,72796.40625
396.205078,72997.421875
397.470703,73170.867188
398.736328,72990.671875
400.000977,73683.992188
401.265625,73831.992188
402.530273,74098.703125
403.794922,73805.78125
405.058594,73951.914063
406.322266,74448.367188
407.585938,75150.890625
408.848633,75426.109375
410.111328,76432.164063
411.374023,78098.265625
412.636719,79228.25
413.898438,80360.742188
415.160156,81892.171875
416.420898,81384.210938
417.681641,80221.578125
418.942383,78760.859375
420.203125,77033.578125
421.462891,76664.84375
422.722656,75595.242188
423.982422,75176.34375
425.241211,75090.867188
426.5,73890.984375
427.758789,73513.085938
429.017578,73536.429688
430.275391,73281.492188
431.533203,73103.960938
432.790039,72995.953125
434.046875,73417.0
435.303711,73094.109375
436.560547,72783.0
437.816406,72722.554688
439.072266,72807.414063
440.328125,72358.578125
441.583984,71915.492188
442.838867,72420.617188
444.09375,72350.0
445.347656,72087.984375
446.601563,71437.023438
447.855469,71372.085938
449.109375,72025.257813
450.362305,72104.078125
451.615234,72087.132813
452.868164,71541.164063
454.120117,71278.46875
455.37207,71279.265625
456.624023,71124.234375
457.875977,71662.476563
