raman_shift_cm-1,intensity
1095.5625,12806.891602
1097.285156,12637.039063
1099.007813,12638.40918
1100.730469,12599.123047
1102.451172,12617.911133
1104.171875,12625.084961
1105.894531,12542.175781
1107.613281,12622.0
1109.333984,12707.671875
1111.054688,12669.795898
1112.773438,12626.083984
1114.492188,12598.351563
1116.210938,12631.713867
1117.929688,12635.984375
1119.648438,12640.255859
1121.365234,12747.896484
1123.082031,12590.550781
1124.798828,12612.290039
1126.515625,12638.40918
1128.232422,12526.103516
1129.947266,12477.878906
1131.662109,12428.172852
1133.376953,12502.388672
1135.091797,12413.285156
1136.806641,12465.646484
1138.519531,12528.243164
1140.232422,12523.732422
1141.945313,12460.825195
1143.658203,12396.429688
1145.371094,12372.896484
1147.082031,12346.430664
1148.792969,12172.380859
1150.503906,12197.005859
1152.214844,12334.195313
1153.925781,12439.279297
1155.634766,12259.241211
1157.345703,12191.751953
1159.054688,12333.447266
1160.763672,12331.793945
1162.470703,12302.328125
1164.179688,12302.128906
1165.886719,12287.285156
1167.59375,12399.859375
1169.300781,12310.314453
1171.007813,12321.834961
1172.712891,12198.520508
1174.419922,12208.553711
1176.125,12288.97168
1177.830078,12400.223633
1179.535156,12124.250977
1181.238281,12129.870117
1182.943359,12213.273438
1184.646484,12324.602539
1186.349609,12174.632813
1188.052734,12287.46875
1189.753906,12321.03418
1191.457031,12270.868164
1193.158203,12291.216797
1194.859375,12089.623047
1196.560547,12218.732422
1198.259766,12267.019531
1199.960938,12130.000977
1201.660156,12263.614258
1203.359375,12116.232422
1205.058594,12163.0625
1206.757813,12189.303711
1208.455078,12245.003906
1210.152344,12308.091797
1211.849609,12312.28125
1213.546875,12294.370117
1215.244141,12332.454102
1216.941406,12190.713867
1218.636719,12160.96582
1220.332031,12026.49707
1222.027344,12355.138672
1223.722656,12269.338867
1225.416016,12192.355469
1227.111328,12360.358398
1228.804688,12236.115234
1230.498047,12243.241211
1232.191406,12183.90332
1233.882813,12223.520508
1235.576172,12167.105469
1237.267578,12426.955078
1238.958984,12061.588867
1240.650391,12157.398438
1242.341797,12050.629883
1244.03125,12158.311523
1245.720703,12183.179688
1247.410156,12391.572266
1249.099609,12117.486328
1250.789063,12185.296875
1252.476563,12146.509766
1254.166016,12236.573242
1255.853516,12157.775391
1257.541016,12246.396484
1259.228516,12216.477539
1260.914063,12235.46875
1262.601563,12069.108398
1264.287109,12171.132813
1265.972656,12184.189453
1267.658203,12237.314453
1269.341797,12208.832031
1271.027344,12143.223633
1272.710938,12177.069336
1274.394531,12267.364258
1276.078125,12215.091797
1277.759766,12254.915039
1279.443359,12315.560547
1281.125,12232.044922
1282.806641,12094.96875
1284.488281,12050.03125
1286.169922,12312.97168
1287.851563,12320.131836
1289.53125,12301.99707
1291.210938,12210.919922
1292.890625,12110.871094
1294.570313,12310.078125
1296.248047,12218.94043
1297.927734,12243.959961
1299.605469,12352.430664
1301.283203,12373.016602
1302.960938,12210.255859
1304.638672,12190.560547
1306.314453,12243.931641
1307.990234,12212.298828
1309.667969,12185.12793
1311.341797,12328.068359
1313.017578,12239.710938
1314.693359,12427.512695
1316.367188,12337.642578
1318.041016,12486.710938
1319.714844,12452.088867
1321.388672,12314.344727
1323.0625,12463.50293
1324.734375,12488.646484
1326.40625,12250.634766
1328.078125,12410.342773
1329.75,12420.529297
1331.421875,12333.462891
1333.091797,12387.035156
1334.763672,12440.628906
1336.433594,12554.134766
1338.103516,12404.121094
1339.771484,12381.359375
1341.441406,12393.045898
1343.109375,12442.198242
1344.777344,12516.852539
1346.445313,12480.598633
1348.113281,12525.301758
1349.78125,12670.510742
1351.447266,12412.241211
