Wave,Anorthite
866.197,1949.75
866.668,1957.57
867.138,1958.75
867.607,1954.76
868.078,1945.15
868.549,1926.23
869.019,1917.78
869.488,1920.83
869.959,1954.39
870.427,1953.45
870.898,1956.79
871.368,1959.21
871.837,1960.56
872.307,1953.62
872.778,1952.23
873.246,1954.75
873.717,1962.45
874.187,1948.33
874.656,1935.16
875.126,1923.1
875.594,1918.57
876.065,1916.7
876.535,1920.88
877.003,1923.64
877.473,1926.23
877.942,1928.76
878.412,1930.82
878.88,1932.59
879.35,1933.09
879.818,1930.79
880.288,1932.78
880.756,1935.59
881.226,1939.85
881.696,1942.96
882.164,1944.09
882.634,1945.87
883.102,1946.2
883.572,1947.22
884.04,1947.09
884.51,1945.48
884.978,1938.61
885.446,1925.55
885.915,1924.07
886.383,1936.22
886.853,1972.56
887.321,1983.08
887.79,1970.39
888.258,1961.12
888.728,1952.39
889.195,1947.46
889.663,1946.2
890.133,1949.64
890.6,1950.61
891.07,1951.47
891.537,1952.12
892.005,1953.02
892.474,1953.98
892.942,1954.89
893.411,1955.58
893.878,1956.11
894.346,1956.31
894.815,1956.33
895.282,1955.32
895.75,1953.73
896.219,1952.29
896.686,1952.05
897.153,1952.73
897.623,1953.79
898.09,1954.59
898.557,1953.34
899.026,1950.38
899.493,1946.67
899.96,1942.2
900.427,1937.23
900.896,1931.96
901.363,1927.53
901.83,1925.18
902.299,1925.25
902.766,1925.98
903.233,1927.17
903.7,1928.24
904.169,1930.02
904.636,1932.46
905.102,1935.79
905.569,1939.95
906.036,1945.49
906.505,1952.32
906.971,1959.33
907.438,1964.95
907.905,1969.35
908.371,1973.1
908.84,1975.65
909.307,1970.82
909.773,1945.08
910.24,1931.87
910.706,1928.04
911.173,1929.85
911.641,1935.43
912.108,1936.75
912.574,1936.18
913.04,1938.71
913.507,1941.33
913.973,1944.67
914.439,1948.44
914.906,1952.12
915.372,1955.49
915.84,1955.41
916.307,1950.8
916.773,1946.06
917.239,1941.6
917.705,1937.11
918.171,1932.4
918.637,1927.85
919.103,1923.71
919.569,1920.2
920.036,1917.83
920.502,1916.53
920.968,1916.6
921.433,1919.34
921.899,1920.46
922.365,1921.76
922.831,1923.67
923.297,1926.7
923.763,1930.97
924.229,1936.23
924.695,1942.91
925.16,1941.71
925.626,1940.98
926.092,1939.38
926.557,1935.82
927.023,1933.22
927.489,1930.48
927.954,1928.24
928.42,1926.67
928.886,1925.93
929.351,1926.37
929.817,1930.87
930.28,1935.35
930.746,1939.96
931.211,1942.71
931.677,1943.69
932.142,1943.29
932.607,1939.63
933.073,1934.04
933.538,1927.56
934.003,1921.14
934.467,1922.16
934.932,1924.27
935.397,1933.18
935.862,1943.33
936.328,1953.99
936.793,1962.68
937.256,1969.25
937.721,1973.7
938.186,1976.06
938.651,1976.42
939.116,1974.64
939.579,1970.87
940.044,1964.99
940.509,1957.12
940.974,1947.58
941.439,1936.26
941.902,1925.43
942.367,1927.5
942.832,1934.67
943.297,1945.49
943.76,1954
944.224,1965.58
944.689,1972.04
945.152,1939.22
945.617,1936.05
946.081,1937.23
946.546,1940.29
947.009,1943.89
947.473,1945.04
947.938,1947
948.401,1949.38
948.865,1951.4
949.33,1953.11
949.792,1954.45
950.257,1955.32
950.721,1955.41
951.183,1954.82
951.648,1953.44
952.112,1951.58
952.575,1951.85
953.039,1956.61
953.501,1963.26
953.966,1968.51
954.43,1971.93
954.892,1975.75
955.356,1979
955.819,1980.73
956.283,1981.04
956.745,1977.97
957.209,1972.37
957.673,1963.51
958.135,1953.83
958.599,1945.99
959.061,1940.38
959.525,1936.59
959.987,1936.84
960.451,1937.91
960.913,1939.15
961.377,1941.68
961.839,1946.1
962.303,1950.13
962.765,1953.63
963.228,1955.36
963.69,1953.68
964.154,1950.86
964.616,1946.72
965.079,1939.7
965.541,1932.78
966.005,1929.56
966.467,1930.28
966.93,1933.45
967.392,1936.91
967.853,1941
968.317,1945.55
968.778,1950.92
969.242,1956.72
969.703,1962.96
970.165,1969.53
970.628,1975.84
971.09,1982.34
971.553,1987.69
972.015,1983.99
972.476,1977.04
972.939,1967.4
973.401,1969.47
973.862,1973.44
974.325,1977.71
974.786,1985.71
975.247,1993.01
975.711,1997.89
976.172,1995.93
976.633,1990.65
977.096,1988.34
977.557,1984.13
978.018,1978.74
978.481,1974.07
978.942,1970.09
979.403,1967.89
979.864,1966.85
980.327,1969.01
980.788,1975.38
981.249,1981.18
981.712,1989.51
982.173,1990.44
982.634,1986.5
983.094,1977.08
983.555,1964.25
984.018,1954.01
984.479,1945.92
984.939,1934.23
985.4,1932.52
985.861,1940.53
986.323,1953.3
986.784,1964.17
987.245,1973
987.705,1980
988.166,1971.68
988.628,1951.73
989.089,1940.28
989.549,1940.07
990.01,1935.3
990.47,1931.87
990.93,1929.46
991.391,1927.8
991.853,1926.73
992.313,1926.15
992.774,1926.13
993.234,1926.47
993.694,1927.03
994.155,1927.89
994.615,1929.08
995.075,1930.52
995.535,1932.33
995.995,1934.28
996.456,1936.38
996.916,1938.54
997.376,1940.25
997.836,1941.04
998.298,1939.78
998.758,1936.57
999.218,1931.53
999.678,1925.14
1000.14,1920.73
1000.6,1918.11
1001.06,1917.48
1001.52,1917.74
1001.98,1918.55
1002.44,1920.31
1002.9,1922.71
1003.36,1925.07
1003.81,1926.55
1004.27,1926.47
1004.73,1925.93
1005.19,1921.03
1005.65,1916.13
1006.11,1911.52
1006.57,1906.95
1007.03,1902.99
1007.49,1900.32
1007.95,1898.34
1008.41,1898.52
1008.87,1902.88
1009.33,1905.46
1009.79,1905.99
1010.25,1901.84
1010.71,1897.14
1011.17,1889.33
1011.62,1886.88
1012.08,1886.25
1012.54,1889.8
1013,1896.01
1013.46,1900.92
1013.92,1904.88
1014.38,1908.14
1014.84,1910.46
1015.3,1911.56
1015.75,1911.18
1016.21,1909.43
1016.67,1907.37
1017.13,1903.5
1017.59,1899.13
1018.05,1894.13
1018.51,1888.22
1018.96,1883.47
1019.42,1902.36
1019.88,1899.32
1020.34,1896.51
1020.8,1891
1021.26,1885.98
1021.71,1883.22
1022.17,1879.21
1022.63,1874.78
1023.09,1872.98
1023.55,1875.03
1024.01,1873.45
1024.46,1871.69
1024.92,1874.38
1025.38,1878.45
1025.84,1881.88
1026.3,1882.91
1026.75,1880.35
1027.21,1876.57
1027.67,1871.7
1028.13,1867.22
1028.58,1864
1029.04,1865.82
1029.5,1869.26
1029.96,1868.67
1030.42,1866.92
1030.87,1864.05
1031.33,1862.62
1031.79,1863.63
1032.25,1865.45
1032.7,1866.87
1033.16,1867.6
1033.62,1867.92
1034.08,1867.37
1034.53,1866.14
1034.99,1865.17
1035.45,1864.77
1035.91,1865.82
1036.36,1867.57
1036.82,1870.11
1037.28,1872.76
1037.73,1873.85
1038.19,1874.63
1038.65,1874.7
1039.1,1871.56
1039.56,1860.01
1040.02,1849.38
1040.47,1852.78
1040.93,1859.08
1041.39,1867.95
1041.84,1874.04
1042.3,1869.05
1042.76,1866.26
1043.22,1862.74
1043.67,1859.31
1044.13,1855.64
1044.59,1852.84
1045.04,1852.47
1045.5,1852.84
1045.95,1854.84
1046.41,1857.73
1046.87,1860.35
1047.32,1862.04
1047.78,1863.46
1048.24,1863.98
1048.7,1863.61
1049.17,1862.54
1049.63,1860.77
1050.09,1858.18
1050.55,1856.04
1051.01,1856.06
1051.47,1858.35
1051.93,1859.35
1052.4,1859.1
1052.86,1858.53
1053.32,1857.78
1053.78,1856.71
1054.24,1855.3
1054.7,1853.48
1055.16,1851.31
1055.62,1848.83
1056.09,1845.84
1056.55,1842.68
1057.01,1840.98
1057.47,1846.83
1057.93,1852.23
1058.39,1853.38
1058.85,1852.68
1059.31,1850.8
1059.77,1849.73
1060.23,1849.64
1060.7,1848.88
1061.16,1849.14
1061.62,1852.84
1062.08,1854.26
1062.54,1854.5
1063,1850.25
1063.46,1845.18
1063.92,1841.86
1064.38,1845.62
1064.84,1849.37
1065.3,1854.26
1065.76,1861.41
1066.22,1867.13
1066.68,1864.8
1067.14,1858.31
1067.6,1851.01
1068.06,1845.34
1068.52,1841.06
1068.98,1840.87
1069.44,1839.59
1069.91,1835.11
1070.37,1829.72
1070.83,1824.59
1071.29,1823.07
1071.75,1820.71
1072.21,1823.54
1072.67,1830.94
1073.13,1837.52
1073.59,1842.65
1074.05,1846.86
1074.51,1850.39
1074.96,1852.83
1075.42,1854.13
1075.88,1854.28
1076.34,1852.85
1076.8,1850.25
1077.26,1847.71
1077.72,1848.06
1078.18,1850.05
1078.64,1855.79
1079.1,1862.8
1079.56,1864.5
1080.02,1859.41
1080.48,1842.4
1080.94,1821.55
1081.4,1835.82
1081.86,1838.72
1082.32,1838.65
1082.77,1837.9
1083.23,1837.39
1083.69,1836.92
1084.15,1836.21
1084.61,1835.56
1085.07,1834.79
1085.53,1834
1085.99,1833.06
1086.45,1832.23
1086.91,1830.8
1087.36,1829.03
1087.82,1825.79
1088.28,1826.47
1088.74,1830.55
1089.2,1835.34
1089.66,1836.95
1090.12,1838.15
1090.57,1839.35
1091.03,1841.35
1091.49,1842.96
1091.95,1846.04
1092.41,1846.19
1092.87,1838.84
1093.33,1834.05
1093.78,1831.03
1094.24,1829.72
1094.7,1830.13
1095.16,1832.2
1095.62,1835.77
1096.07,1842.07
1096.53,1849.53
1096.99,1857.72
1097.45,1862.18
1097.91,1859.49
1098.37,1855.86
1098.82,1849.9
1099.28,1842.35
1099.74,1836
1100.2,1834.76
1100.66,1836.43
1101.11,1834.53
1101.57,1832.17
1102.03,1828.87
