epoch,train_loss,val_macro_f1
1,1.7909162282943725,0.058394160583941604
2,1.6625277201334636,0.058394160583941604
3,1.5545714497566223,0.11621457920670519
4,1.5981149832407633,0.32261626135865484
5,1.6087445497512818,0.2594823616100212
6,1.5646423737208048,0.27529680365296805
7,1.5752272685368855,0.2524186582205586
8,1.6025036931037904,0.3218099547511312
9,1.5627102653185527,0.3353136326039552
10,1.6479800462722778,0.31950605031110435
11,1.5952474355697632,0.24457994579945802
12,1.49344744682312,0.21846142712404112
13,1.4838403463363647,0.3037187988186173
14,1.4799628019332887,0.35532002956393194
15,1.4111488223075868,0.3514877589453861
16,1.534477953116099,0.258700327255727
17,1.35948086977005,0.3325815250365352
18,1.4944855054219564,0.21988135758047264
19,1.4258219401041667,0.29419037076653276
20,1.3970850467681886,0.3184320702128921
21,1.450814155737559,0.2257833365904501
22,1.3328530232111613,0.1778846153846154
23,1.4297997156778972,0.36460655184059443
24,1.4183416167895,0.30112704918032784
25,1.37106986840566,0.16682335976928622
26,1.4462066411972045,0.2719989140607697
27,1.3341199278831481,0.19831460674157303
28,1.3005885044733683,0.2644129951045839
29,1.3832091291745503,0.28409955089271977
30,1.3870301763216655,0.3915301902398676
31,1.3868124643961588,0.29341100843712337
32,1.372727676232656,0.3331570719575615
33,1.3383841514587402,0.20111993079813728
34,1.272353712717692,0.23457257417802727
35,1.3879786332448323,0.27687931951089845
36,1.4070146441459657,0.11616161616161616
37,1.4070210854212444,0.301681337912341
38,1.267004672686259,0.3982972947318462
39,1.3322057088216146,0.4733010101010101
40,1.3516183416048686,0.08403361344537816
41,1.3868817289670308,0.31971250683792307
42,1.2783787369728088,0.24519040616601595
43,1.1617717266082763,0.36243469174503656
44,1.2529731909434,0.3194178750980995
45,1.3645150939623514,0.3129004329004329
46,1.2614251255989075,0.19815573770491804
47,1.2525046825408936,0.29693963443963445
48,1.1878114183743795,0.3875599852344038
49,1.1533462921778361,0.3023159401814813
50,1.2500855962435404,0.31034554864342095
51,1.1298708637555441,0.34999295278365045
52,1.1611185709635417,0.01951219512195122
53,1.0429019252459208,0.14529510577114707
54,1.1487614472707113,0.3744093057070156
55,1.168479569753011,0.32660092465079676
56,1.0201146642367045,0.14426229508196722
57,1.07299831310908,0.3336142993782879
58,1.160898474852244,0.2312775352607638
59,1.1826416889826457,0.13217827176637242
60,1.1045621554056804,0.40827163297751534
