class,precision,recall,f1,support
Carbonate,0.6363636363636364,0.7,0.6666666666666666,30
Olivine,0.7777777777777778,0.84,0.8076923076923077,25
Other Silicates,0.5,0.5,0.5,8
Perchlorate,1.0,1.0,1.0,1
Phosphate,0.0,0.0,0.0,0
Pyroxene,0.0,0.0,0.0,0
Sulfate,0.961038961038961,0.9024390243902439,0.9308176100628931,82
