epoch,train_loss,val_macro_f1
1,2.0913108030955,0.058394160583941604
2,1.7702194849650066,0.14426229508196722
3,2.009965443611145,0.06808510638297872
4,1.9990578015645346,0.1724025974025974
5,1.9254100720087688,0.23737373737373738
6,1.9485942284266153,0.01951219512195122
7,1.816378895441691,0.058394160583941604
8,1.9683130502700805,0.24065478657273104
9,1.965317972501119,0.22185066422354555
10,1.8297183593114217,0.15674816139932418
11,1.8124763011932372,0.23445904954499497
12,1.8768455187479656,0.22808943089430894
13,1.8445727189381917,0.23484962406015036
14,1.7665389696757,0.17311398354876614
15,1.7432610034942626,0.3003981897749167
16,1.8846034765243531,0.23151453340132586
17,1.706104326248169,0.3170598432840996
18,1.7095016956329345,0.24608695652173912
19,1.8510745286941528,0.2764573268921095
20,1.662490971883138,0.2282300224047797
21,1.7831141074498496,0.2324505928853755
22,1.8068420569101968,0.24116925978312115
23,1.7953215996424357,0.23447513216096666
24,1.6414329926172893,0.17498835584536562
25,1.7904242992401123,0.2638918159466105
26,1.691418727238973,0.29639794168096056
27,1.667750080426534,0.2593162393162393
28,1.6534794012705485,0.19253183584333078
29,1.7348154147466024,0.3309840411813858
30,1.6480406920115154,0.21643798762442829
31,1.6412250916163127,0.2588564424255534
32,1.671686593691508,0.24478405315614618
33,1.7436585028966267,0.23663663663663664
34,1.763642954826355,0.29403779123096674
35,1.73506650129954,0.2979719926313559
36,1.7267928759256999,0.2805318527177089
37,1.7161788543065388,0.2573748902546093
38,1.7772017955780028,0.32277349516155485
39,1.6611148675282796,0.3343442137356048
40,1.6149505456288655,0.3205741626794258
41,1.5997170646985372,0.403399791697664
42,1.441463283697764,0.35991041304290194
43,1.3864431897799174,0.3948097919779336
44,1.370860211054484,0.39402916296369445
45,1.4678390781084696,0.37062444152139284
46,1.4287577271461487,0.40224432981249497
47,1.3303199768066407,0.377317062782179
48,1.3812109073003134,0.37797814966277815
49,1.4006366769472758,0.4117856546127222
50,1.4298616170883178,0.3905903233006037
51,1.4217884858449301,0.4241596610424052
52,1.4563614130020142,0.4182746721877157
53,1.3206185261408487,0.4324273504273505
54,1.3531744281450908,0.4357264957264958
55,1.3074329694112141,0.41920634920634914
56,1.4131304105122884,0.41424333716234274
57,1.470134961605072,0.41089478859390366
58,1.4044703483581542,0.4233033033033033
59,1.2952250798543294,0.4345217391304348
60,1.3980228066444398,0.44702842377260976
